api_num,other_id,latitude,longitude,stusps,county,municipality,well_name,operator,spud_date,plug_date,well_type,well_status,well_configuration,ft_category,wellwiki,src_url
41-129-20118,"0000785","36.11961100000008","-84.78330599999998",Tennessee,Morgan,,ROBINSON JAMES N #1,"Egley & Associates, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20118,https://tdeconline.tn.gov/oilgaswells/
41-129-20119,"0000786","36.244222000000036","-84.75694399999998",Tennessee,Morgan,,MELTON TRUMAN #1,"Egley & Associates, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20119,https://tdeconline.tn.gov/oilgaswells/
41-049-20315,"0002206","36.390194000000065","-85.08722199999994",Tennessee,Fentress,,RINGLEY J D #3,"Ringley, Johnnie",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20315,https://tdeconline.tn.gov/oilgaswells/
41-049-20316,"0002207","36.39533300000005","-85.09183299999995",Tennessee,Fentress,,RINGLEY J D #4,"J B S Operating Company, Inc",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20316,https://tdeconline.tn.gov/oilgaswells/
41-049-20317,"0002208","36.40458300000006","-85.03669399999995",Tennessee,Fentress,,CASPER WRIGHT #2,Tennessee Drilling Company,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-049-20317,https://tdeconline.tn.gov/oilgaswells/
41-049-20318,"0002209","36.39272200000005","-85.09761099999997",Tennessee,Fentress,,ALLRED TOLLIE C #1,"Ambassador Oil, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-049-20318,https://tdeconline.tn.gov/oilgaswells/
41-049-20319,"0002210","36.427167000000054","-85.05999999999995",Tennessee,Fentress,,BEATY VIRGIL #1,Tennessee Drilling Company,,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20319,https://tdeconline.tn.gov/oilgaswells/
41-049-20320,"0002226","36.55108300000006","-85.04966699999994",Tennessee,Fentress,,WEST JAY #1,"West, Jay W.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20320,https://tdeconline.tn.gov/oilgaswells/
41-049-20321,"0002227","36.44983300000007","-85.07049999999998",Tennessee,Fentress,,PINKLEY WILMA R #8,"Tennessee Producers, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20321,https://tdeconline.tn.gov/oilgaswells/
41-049-20322,"0002228","36.44841700000006","-85.06819399999995",Tennessee,Fentress,,PINKLEY WILMA R #9,"Ladiga Oil & Gas, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-049-20322,https://tdeconline.tn.gov/oilgaswells/
41-049-20323,"0002229","36.36816700000003","-84.91122199999995",Tennessee,Fentress,,Bruno Gernt Estate Inc #4,"Hull, Tim",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20323,https://tdeconline.tn.gov/oilgaswells/
41-049-20324,"0002230","36.370250000000055","-84.87038899999999",Tennessee,Fentress,,BLAIR RUPERT #1,"Beaty, Georgnia Blair",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20324,https://tdeconline.tn.gov/oilgaswells/
41-049-20325,"0002243","36.28755600000005","-85.11302799999999",Tennessee,Fentress,,RACHELS BROTHERS #2,Tennessee Energy Corporation,,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20325,https://tdeconline.tn.gov/oilgaswells/
41-049-20326,"0002244","36.44505600000008","-85.07072199999999",Tennessee,Fentress,,KING CARTHA #1,"Tennessee Producers, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20326,https://tdeconline.tn.gov/oilgaswells/
41-049-20327,"0002251","36.343139000000065","-84.77986099999998",Tennessee,Fentress,,Josie Hull Snelling Heirs #1,"Jarvis Drilling, Inc.",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20327,https://tdeconline.tn.gov/oilgaswells/
41-049-20328,"0002252","36.33650000000006","-84.77483299999994",Tennessee,Fentress,,W D Hull Heirs #1,"Jarvis Drilling, Inc.",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20328,https://tdeconline.tn.gov/oilgaswells/
41-049-20329,"0002253","36.390528000000074","-84.98872199999994",Tennessee,Fentress,,BARNA YOUNG #2,Tennessee Energy Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20329,https://tdeconline.tn.gov/oilgaswells/
41-049-20330,"0002256","36.38305600000007","-85.09113899999994",Tennessee,Fentress,,WHITED MARY J #1,Tennessee Drilling Company,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20330,https://tdeconline.tn.gov/oilgaswells/
41-049-20331,"0002257","36.44372200000004","-85.07211099999995",Tennessee,Fentress,,KING CARTHA #2,"Rader, Richard A. Jr.",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-049-20331,https://tdeconline.tn.gov/oilgaswells/
41-049-20332,"0002258","36.38691700000004","-85.08911099999995",Tennessee,Fentress,,RINGLEY #5,Tennessee Drilling Company,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-049-20332,https://tdeconline.tn.gov/oilgaswells/
41-049-20333,"0002259","36.390194000000065","-85.09661099999994",Tennessee,Fentress,,ALLRED TELLIS C #2,"Patterson, Bedford",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20333,https://tdeconline.tn.gov/oilgaswells/
41-049-20334,"0002260","36.38780600000007","-85.09677799999997",Tennessee,Fentress,,ALLRED TOLLIE C #3,"Ambassador Oil, LLC",,,Oil And Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20334,https://tdeconline.tn.gov/oilgaswells/
41-049-20335,"0002262","36.381417000000056","-85.08774999999997",Tennessee,Fentress,,THREET LORA #1,Tennessee Drilling Company,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20335,https://tdeconline.tn.gov/oilgaswells/
41-049-20336,"0002263","36.391444000000035","-85.10611099999994",Tennessee,Fentress,,WRIGHT DAVE HEIRS #1,"J B S Operating Company, Inc",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20336,https://tdeconline.tn.gov/oilgaswells/
41-049-20337,"0002264","36.38511100000005","-84.85230599999994",Tennessee,Fentress,,GERNT CHARLES #1,"East Tennessee Consultants, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20337,https://tdeconline.tn.gov/oilgaswells/
41-049-20338,"0002274","36.38483300000007","-85.08791699999995",Tennessee,Fentress,,RINGLEY JOHNIE-WHITED MARY UNIT #1,Tennessee Drilling Company,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20338,https://tdeconline.tn.gov/oilgaswells/
41-049-20339,"0002275","36.41580600000003","-85.03961099999998",Tennessee,Fentress,,WRIGHT CASPER #3,Tennessee Drilling Company,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20339,https://tdeconline.tn.gov/oilgaswells/
41-049-20918,"0005285","36.340194000000054","-84.76191699999998",Tennessee,Fentress,,RAINS RICKY ET AL UNIT #1,"Hood, Eddie",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20918,https://tdeconline.tn.gov/oilgaswells/
41-049-20919,"0005286","36.39216700000003","-84.71497199999999",Tennessee,Fentress,,SMITH CALDWELL ET AL #1,"Duong, My and Tiffany Chalmers-",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20919,https://tdeconline.tn.gov/oilgaswells/
41-049-20920,"0005290","36.38244400000008","-84.86422199999998",Tennessee,Fentress,,WALLACE ET AL #1,Southern Crude Oil,,,Salt Water Disp,,,Injection / Storage / Service,https://wellwiki.org/wiki/41-049-20920,https://tdeconline.tn.gov/oilgaswells/
41-049-20921,"0005292","36.39286100000004","-84.87347199999994",Tennessee,Fentress,,UPCHURCH-GERNT #1,"Enrema, LLC",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20921,https://tdeconline.tn.gov/oilgaswells/
41-049-20922,"0005300","36.21652800000004","-85.00852799999996",Tennessee,Fentress,,MARTIN JAMES H #1,Three G Drilling Company,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-049-20922,https://tdeconline.tn.gov/oilgaswells/
41-049-20923,"0005309","36.40980600000006","-84.89261099999999",Tennessee,Fentress,,ROYSDEN ENOS #1,"Sullivan and Sons, Ed",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20923,https://tdeconline.tn.gov/oilgaswells/
41-049-20924,"0005312","36.377000000000066","-84.77513899999997",Tennessee,Fentress,,SMITH CORTIS #1,"Sullivan and Sons, Ed",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20924,https://tdeconline.tn.gov/oilgaswells/
41-049-20925,"0005313","36.40133300000008","-84.67886099999998",Tennessee,Fentress,,Eugene Storie etal #1-A,"Jarvis Drilling, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20925,https://tdeconline.tn.gov/oilgaswells/
41-049-20926,"0005319","36.29144400000007","-84.96930599999996",Tennessee,Fentress,,FERRON-TAYLOR #1,"Ferron Oil Company, Inc",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-049-20926,https://tdeconline.tn.gov/oilgaswells/
41-049-20927,"0005324","36.39891700000004","-84.87480599999998",Tennessee,Fentress,,CHAMBERS HOMER #1,"Stone Oil Well Completion, Inc",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20927,https://tdeconline.tn.gov/oilgaswells/
41-049-20928,"0005328","36.34263900000008","-84.76088899999996",Tennessee,Fentress,,RAINS ET AL UNIT #2,"Hood, Eddie",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20928,https://tdeconline.tn.gov/oilgaswells/
41-049-20929,"0005329","36.40538900000007","-84.67758299999997",Tennessee,Fentress,,STORIE EUGENE ET AL UNIT #2,Francis Petroleum Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20929,https://tdeconline.tn.gov/oilgaswells/
41-049-20930,"0005334","36.531056000000035","-84.95613899999995",Tennessee,Fentress,,WRIGHT HEIRS #2,Land Oil Ltd.,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20930,https://tdeconline.tn.gov/oilgaswells/
41-049-20931,"0005335","36.53144400000008","-84.95222199999995",Tennessee,Fentress,,WRIGHT HEIRS #3,Land Oil Ltd.,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20931,https://tdeconline.tn.gov/oilgaswells/
41-049-20932,"0005337","36.365556000000026","-84.87216699999999",Tennessee,Fentress,,DUNKELBERG JOE #1,"LeFever, Gregory D.",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20932,https://tdeconline.tn.gov/oilgaswells/
41-049-20933,"0005368","36.364806000000044","-84.85058299999997",Tennessee,Fentress,,RAINS RICKY-GERNT #4,P.V.A. DRILLING and EXPLORATION,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20933,https://tdeconline.tn.gov/oilgaswells/
41-049-20934,"0005369","36.40436100000005","-84.82730599999996",Tennessee,Fentress,,WHITEHEAD - CROUCH UNIT #1A,"Enrema, LLC",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20934,https://tdeconline.tn.gov/oilgaswells/
41-049-20935,"0005375","36.343278000000055","-84.94244399999997",Tennessee,Fentress,,TEAGUE W L #1,"Enrema, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20935,https://tdeconline.tn.gov/oilgaswells/
41-049-20936,"0005377","36.341444000000024","-84.75813899999997",Tennessee,Fentress,,TAUBERT BOBBY #2,"Jarvis Drilling, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20936,https://tdeconline.tn.gov/oilgaswells/
41-049-20937,"0005378","36.41458300000005","-84.91452799999996",Tennessee,Fentress,,LEONARD ELLA JEANNE #1,Red Feather Oil and Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20937,https://tdeconline.tn.gov/oilgaswells/
41-049-20938,"0005381","36.40930600000007","-84.92355599999996",Tennessee,Fentress,,BILBREY FRANK #1,"Hood, Eddie",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20938,https://tdeconline.tn.gov/oilgaswells/
41-049-20939,"0005384","36.33938900000004","-84.75269399999996",Tennessee,Fentress,,PLATEAU PROPERTIES (LEWALLEN) #2,"Scansflomax Resource Recovery, LLC",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20939,https://tdeconline.tn.gov/oilgaswells/
41-049-20940,"0005396","36.46777800000007","-85.05441699999994",Tennessee,Fentress,,DUNCAN OLLING #3,Layton P Hood Drilling Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20940,https://tdeconline.tn.gov/oilgaswells/
41-049-20941,"0005398","36.47913900000003","-84.77755599999995",Tennessee,Fentress,,HARRISON #17-A,"Mitchell, Don",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20941,https://tdeconline.tn.gov/oilgaswells/
41-061-20005,"0001048","35.375639000000035","-85.71633299999996",Tennessee,Grundy,,GRUNDY-COMANDO-WHITSON-ADAMS-MILLER #1,Cumberland Resources Corp.,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20005,https://tdeconline.tn.gov/oilgaswells/
41-061-20006,"0001050","35.40288900000007","-85.61097199999995",Tennessee,Grundy,,GRUNDY CO BOARD OF EDUCATION ET AL #1,Cumberland Resources Corp.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20006,https://tdeconline.tn.gov/oilgaswells/
41-061-20007,"0001135","35.381417000000056","-85.62677799999994",Tennessee,Grundy,,QUALLS-NOLIN-GHOLSTON UNIT #1,Petroleum Development Corp./PDC Energy,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20007,https://tdeconline.tn.gov/oilgaswells/
41-061-20008,"0001136","35.36227800000006","-85.65452799999997",Tennessee,Grundy,,SMITH GARY #1,"Enrema, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20008,https://tdeconline.tn.gov/oilgaswells/
41-061-20009,"0001512","35.35680600000006","-85.71541699999995",Tennessee,Grundy,,COMANDO CO ETAL #1,Sequatchie Power Company,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20009,https://tdeconline.tn.gov/oilgaswells/
41-061-20010,"0001568","35.37161100000003","-85.64622199999997",Tennessee,Grundy,,BOULDIN-BOULDIN-FULTZ UNIT #1,Sequatchie Power Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20010,https://tdeconline.tn.gov/oilgaswells/
41-061-20011,"0001587","35.36844400000007","-85.65838899999994",Tennessee,Grundy,,SCHOLAR-APPERSON (UNIT) #1,Sequatchie Power Company,,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20011,https://tdeconline.tn.gov/oilgaswells/
41-061-20012,"0001610","35.37727800000005","-85.66902799999997",Tennessee,Grundy,,BOULDIN JAMES #1,Sequatchie Power Company,,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20012,https://tdeconline.tn.gov/oilgaswells/
41-061-20013,"0001664","35.36488900000006","-85.68133299999994",Tennessee,Grundy,,BOULDIN BROS #1,Sequatchie Power Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20013,https://tdeconline.tn.gov/oilgaswells/
41-061-20014,"0001751","35.35672200000005","-85.71541699999995",Tennessee,Grundy,,COMMANDO COMPANY ET AL UNIT #1,Sequatchie Power Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20014,https://tdeconline.tn.gov/oilgaswells/
41-061-20015,"0001758","35.345056000000056","-85.70402799999994",Tennessee,Grundy,,THE COMMANDO COMPANY #1,Sequatchie Power Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-061-20015,https://tdeconline.tn.gov/oilgaswells/
41-049-20116,"0001160","36.34394400000008","-84.87672199999997",Tennessee,Fentress,,WILLIAMS GUY #4,"Williams & Associates, Guy",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20116,https://tdeconline.tn.gov/oilgaswells/
41-049-20117,"0001162","36.35869400000007","-84.83366699999993",Tennessee,Fentress,,GUY DALE BEATY #1,"Beaty & Associates, Guy",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20117,https://tdeconline.tn.gov/oilgaswells/
41-049-20118,"0001161","36.34863900000005","-84.87755599999997",Tennessee,Fentress,,COLDITZ ARNOLD ET AL #2,Catoosa Exploration Corp,,,Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20118,https://tdeconline.tn.gov/oilgaswells/
41-049-20119,"0001179","36.17486100000008","-84.95608299999998",Tennessee,Fentress,,TURNER SHELBY O #1,W. D. Goodwin Inc.,,,Oil And Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20119,https://tdeconline.tn.gov/oilgaswells/
41-049-20120,"0001180","36.34097200000008","-84.87405599999994",Tennessee,Fentress,,COOKEVILLE PRODUCTION CREDIT #1,"Burnett, S  Thomas",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20120,https://tdeconline.tn.gov/oilgaswells/
41-049-20121,"0001199","36.401639000000046","-84.81758299999996",Tennessee,Fentress,,POTTER J B #1,"Long, Robert J.",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20121,https://tdeconline.tn.gov/oilgaswells/
41-049-20122,"0001233","36.14450000000005","-85.10405599999996",Tennessee,Fentress,,WALKER J E #1A,"J B S Operating Company, Inc",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-049-20122,https://tdeconline.tn.gov/oilgaswells/
41-049-20123,"0001255","36.39697200000006","-84.97038899999995",Tennessee,Fentress,,YOUNGS BARNA #1,Petroleum Exploration of Tennessee,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20123,https://tdeconline.tn.gov/oilgaswells/
41-049-20124,"0001294","36.30680600000005","-84.82058299999994",Tennessee,Fentress,,HIWASSEE-LEONARD #3,"JEDD, LLC",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20124,https://tdeconline.tn.gov/oilgaswells/
41-049-20125,"0001302","36.18963900000006","-85.08005599999996",Tennessee,Fentress,,MORETA-PARIS JR ET AL COMMUNITIZED #1,"Clay County Production Co.,Inc",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20125,https://tdeconline.tn.gov/oilgaswells/
41-049-20126,"0001322","36.29202800000007","-84.96072199999998",Tennessee,Fentress,,MAR-JEANNE FARMS #2,Red Feather Oil and Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20126,https://tdeconline.tn.gov/oilgaswells/
41-049-20127,"0001328","36.39561100000003","-84.70697199999995",Tennessee,Fentress,,ELLIS-ANDERSON-BLEVINS UNIT #1,"Stone, Ronald & Roland",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-049-20127,https://tdeconline.tn.gov/oilgaswells/
41-129-20119-R1,"0001272","36.244222000000036","-84.75694399999998",Tennessee,Morgan,,MELTON TRUMAN #1A,"Enrema, LLC",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-129-20119-R1,https://tdeconline.tn.gov/oilgaswells/
41-129-20120,"0000787","36.13277800000003","-84.81091699999996",Tennessee,Morgan,,HOWARD ELMER #1,"Howard, Elmer",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-129-20120,https://tdeconline.tn.gov/oilgaswells/
41-129-20121,"0000788","36.28519400000005","-84.78238899999997",Tennessee,Morgan,,JOHNSON Y T #3,S-Johnson Limited Partnership,,,Gas,,,Production Well,https://wellwiki.org/wiki/41-129-20121,https://tdeconline.tn.gov/oilgaswells/
41-129-20122,"0000790","36.300028000000054","-84.76022199999994",Tennessee,Morgan,,DIXON-DAVIDSON-MASON UNIT #1,"Enrema, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20122,https://tdeconline.tn.gov/oilgaswells/
41-129-20123,"0000791","36.23416700000007","-84.74897199999998",Tennessee,Morgan,,OVERTON-OLMSTEAD #1,PORTARO and GREAT WESTERN OIL & GAS,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20123,https://tdeconline.tn.gov/oilgaswells/
41-129-20124,"0000792","36.30027800000005","-84.75694399999998",Tennessee,Morgan,,DAVIDSON-MASON UNIT #1,"Enrema, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20124,https://tdeconline.tn.gov/oilgaswells/
41-129-20125,"0000793","36.29822200000007","-84.75524999999999",Tennessee,Morgan,,STARR-MASON-DAVIDSON UNIT #1,"Enrema, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20125,https://tdeconline.tn.gov/oilgaswells/
41-129-20126,"0000794","36.333611000000076","-84.69202799999994",Tennessee,Morgan,,MARTIN IRVING #11,Citizens Gas Utility District,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20126,https://tdeconline.tn.gov/oilgaswells/
41-129-20127,"0000795","36.30108300000006","-84.76277799999997",Tennessee,Morgan,,DIXON THEODORE #1,"Enrema, LLC",,,Oil And Gas,,,Production Well,https://wellwiki.org/wiki/41-129-20127,https://tdeconline.tn.gov/oilgaswells/
41-129-20128,"0000797","36.23030600000004","-84.69111099999998",Tennessee,Morgan,,SUMMERS WILLIAM J #1,"Davis, Wiladean",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-129-20128,https://tdeconline.tn.gov/oilgaswells/
41-129-20129,"0000803","36.331417000000044","-84.69358299999999",Tennessee,Morgan,,MARTIN IRVING #12,Dixie Oil Co-Petroleum Development Corp,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20129,https://tdeconline.tn.gov/oilgaswells/
41-129-20129-R1,"0001043","36.331417000000044","-84.69358299999999",Tennessee,Morgan,,MARTIN IRVING #1,Citizens Gas Utility District,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20129-R1,https://tdeconline.tn.gov/oilgaswells/
41-129-20130,"0000804","36.32591700000006","-84.69219399999997",Tennessee,Morgan,,YOUNG L E #1,"Vawter, Irvin J.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20130,https://tdeconline.tn.gov/oilgaswells/
41-129-20131,"0000808","36.11158300000005","-84.79627799999997",Tennessee,Morgan,,PLATEAU PROPERTIES #3,"Cumberland Oil Producing Co., dba COPCO",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-129-20131,https://tdeconline.tn.gov/oilgaswells/
41-129-20132,"0000812","36.333139000000074","-84.69644399999999",Tennessee,Morgan,,MARTIN IRVING #1B,Citizens Gas Utility District,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20132,https://tdeconline.tn.gov/oilgaswells/
41-129-20133,"0000814","36.33483300000006","-84.69455599999998",Tennessee,Morgan,,MARTIN IRVING #2A,Citizens Gas Utility District,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20133,https://tdeconline.tn.gov/oilgaswells/
41-129-20134,"0000815","36.17175000000003","-84.86902799999996",Tennessee,Morgan,,ROGERS BARBARA & GARY #1,"MacKenzie, Jr., Kenneth",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20134,https://tdeconline.tn.gov/oilgaswells/
41-129-20135,"0000816","36.26652800000005","-84.69697199999996",Tennessee,Morgan,,FREELS CLYDE #1,"Chambers, James F.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20135,https://tdeconline.tn.gov/oilgaswells/
41-129-20135-R1,"0002365","36.25013900000005","-84.69697199999996",Tennessee,Morgan,,FREELS CLYDE #1,"Freels, Wendell",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-129-20135-R1,https://tdeconline.tn.gov/oilgaswells/
41-129-20136,"0000817","36.30247200000008","-84.75883299999998",Tennessee,Morgan,,DAVIDSON OTIS #1,"Enrema, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-129-20136,https://tdeconline.tn.gov/oilgaswells/
41-129-20137,"0000818","36.31447200000008","-84.73263899999995",Tennessee,Morgan,,STARR ANDREW #1B,Dixie Oil Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20137,https://tdeconline.tn.gov/oilgaswells/
41-129-20138,"0000819","36.29230600000005","-84.75797199999994",Tennessee,Morgan,,BROWN-MASON UNIT #1,United Petroleum Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20138,https://tdeconline.tn.gov/oilgaswells/
41-129-20139,"0000820","36.16872200000006","-84.71141699999998",Tennessee,Morgan,,PETREY HENRY G #1,"Petrey, James G.",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-129-20139,https://tdeconline.tn.gov/oilgaswells/
41-129-20140,"0000821","36.334306000000026","-84.70663899999994",Tennessee,Morgan,,MARTIN IRVING #2B,Citizens Gas Utility District,,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20140,https://tdeconline.tn.gov/oilgaswells/
41-129-20141,"0000824","36.29822200000007","-84.76055599999995",Tennessee,Morgan,,OLMSTEAD E #1,Priest Oil & Gas Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-129-20141,https://tdeconline.tn.gov/oilgaswells/
41-049-20340,"0002276","36.391444000000035","-85.10041699999994",Tennessee,Fentress,,TOLLIE C. ALLRED #4,"Patterson, Bedford",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-049-20340,https://tdeconline.tn.gov/oilgaswells/
