api_num,other_id,latitude,longitude,stusps,county,municipality,well_name,operator,spud_date,plug_date,well_type,well_status,well_configuration,ft_category,wellwiki,src_url
41-133-21968,"0010446","36.46955600000007","-85.26130599999999",Tennessee,Overton,,Barbara Martin #1,"Discovery Petroleum, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21968,https://tdeconline.tn.gov/oilgaswells/
41-133-21969,"0010451","36.42769400000003","-85.28469399999994",Tennessee,Overton,,James E. Garrett #1,"Garrett, James E.",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21969,https://tdeconline.tn.gov/oilgaswells/
41-133-21970,"0010459","36.42988900000006","-85.19372199999998",Tennessee,Overton,,C. D. Newberry Heirs #13,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21970,https://tdeconline.tn.gov/oilgaswells/
41-133-21971,"0010460","36.39994400000006","-85.18172199999998",Tennessee,Overton,,Dr. Michael T. Cox #7,"CWT Natural Resources, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21971,https://tdeconline.tn.gov/oilgaswells/
41-133-21972,"0010462","36.42997200000008","-85.19511099999994",Tennessee,Overton,,Richard Smith #1,"North American Resource Group, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21972,https://tdeconline.tn.gov/oilgaswells/
41-133-21973,"0010463","36.39316700000006","-85.21222199999994",Tennessee,Overton,,Doris Eldridge Cooper #1,Carr Drilling Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21973,https://tdeconline.tn.gov/oilgaswells/
41-133-21974,"0010466","36.42894400000006","-85.19199999999995",Tennessee,Overton,,C. D. Newberry Heirs #14,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21974,https://tdeconline.tn.gov/oilgaswells/
41-133-21975,"0010473","36.43091700000008","-85.15102799999994",Tennessee,Overton,,Wayne McDonald #2,Dolomite Energy LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21975,https://tdeconline.tn.gov/oilgaswells/
41-133-21976,"0010474","36.42908300000005","-85.15272199999998",Tennessee,Overton,,Wayne McDonald #5,Dolomite Energy LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21976,https://tdeconline.tn.gov/oilgaswells/
41-133-21977,"0010471","36.42886100000004","-85.19522199999994",Tennessee,Overton,,Richard Smith #2,"North American Resource Group, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21977,https://tdeconline.tn.gov/oilgaswells/
41-133-21978,"0010475","36.422750000000065","-85.19227799999999",Tennessee,Overton,,Dave Williams #1,"North American Resource Group, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21978,https://tdeconline.tn.gov/oilgaswells/
41-133-21979,"0010476","36.431028000000026","-85.19616699999995",Tennessee,Overton,,CD Newberry Heirs #12 TW,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21979,https://tdeconline.tn.gov/oilgaswells/
41-133-21980,"0010479","36.42538900000005","-85.19438899999994",Tennessee,Overton,,Lonnie Richard Smith #3,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21980,https://tdeconline.tn.gov/oilgaswells/
41-133-21981,"0010480","36.426056000000074","-85.19561099999999",Tennessee,Overton,,Lonnie Richard Smith #4,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21981,https://tdeconline.tn.gov/oilgaswells/
41-133-21982,"0010484","36.39333300000004","-85.20705599999997",Tennessee,Overton,,Ora Mai Garce #5,Basin Oil & Gas Corp,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21982,https://tdeconline.tn.gov/oilgaswells/
41-133-21983,"0010485","36.39725000000004","-85.20994399999995",Tennessee,Overton,,Porter Beaty Heirs #1,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21983,https://tdeconline.tn.gov/oilgaswells/
41-133-21984,"0010488","36.40672200000006","-85.21972199999999",Tennessee,Overton,,Gerald Lee #2,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21984,https://tdeconline.tn.gov/oilgaswells/
41-133-21985,"0010489","36.44616700000006","-85.16286099999996",Tennessee,Overton,,Denny Padgett #1,"Arnco Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21985,https://tdeconline.tn.gov/oilgaswells/
41-133-21986,"0010490","36.398694000000035","-85.21249999999998",Tennessee,Overton,,Doris Eldridge Cooper #4,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21986,https://tdeconline.tn.gov/oilgaswells/
41-133-21987,"0010493","36.429500000000075","-85.16291699999994",Tennessee,Overton,,Ethel Ringley #1,Lone Star Oil & Gas. Inc.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21987,https://tdeconline.tn.gov/oilgaswells/
41-133-21988,"0010495","36.399583000000064","-85.21436099999994",Tennessee,Overton,,David Howard Unit #TW 3,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21988,https://tdeconline.tn.gov/oilgaswells/
41-133-21989,"0010496","36.43822200000005","-85.17347199999995",Tennessee,Overton,,Roger McDonald #15,John Henry Holding LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21989,https://tdeconline.tn.gov/oilgaswells/
41-133-21990,"0010499","36.445861000000036","-85.16072199999996",Tennessee,Overton,,Denny Padgett #2,"Padgett, Denny",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-21990,https://tdeconline.tn.gov/oilgaswells/
41-133-21991,"0010500","36.398833000000025","-85.21555599999994",Tennessee,Overton,,LB Linder #1,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21991,https://tdeconline.tn.gov/oilgaswells/
41-133-22321,"0011943","36.38822200000004","-85.18663899999996",Tennessee,Overton,,Richard Copeland #1,Keblo Energy,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22321,https://tdeconline.tn.gov/oilgaswells/
41-133-22322,"0011944","36.490778000000034","-85.27633299999997",Tennessee,Overton,,Dezell Parrott #2,"LIMESTONE DRILLING, INC.",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22322,https://tdeconline.tn.gov/oilgaswells/
41-133-22323,"0011945","36.42597200000006","-85.35627799999997",Tennessee,Overton,,"Donald Dale, etal #1",Arrowhead Crude Inc,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22323,https://tdeconline.tn.gov/oilgaswells/
41-133-22324,"0011946","36.494583000000034","-85.31266699999998",Tennessee,Overton,,Steve Daniels #1,"Outdoor Resources, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22324,https://tdeconline.tn.gov/oilgaswells/
41-133-22325,"0011948","36.41686100000004","-85.19783299999995",Tennessee,Overton,,William Sells #2,Tennessee Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22325,https://tdeconline.tn.gov/oilgaswells/
41-133-22326,"0011949","36.493472000000054","-85.31266699999998",Tennessee,Overton,,Steve Daniels #2,"Outdoor Resources, Inc.",,,Oil And Gas,,,Production Well,https://wellwiki.org/wiki/41-133-22326,https://tdeconline.tn.gov/oilgaswells/
41-133-22327,"0011953","36.46652800000004","-85.19488899999999",Tennessee,Overton,,O. V. Story trust #3-N,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22327,https://tdeconline.tn.gov/oilgaswells/
41-133-22328,"0011956","36.42050000000006","-85.18330599999996",Tennessee,Overton,,Kyle Padgett #1,"Page, Allen",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22328,https://tdeconline.tn.gov/oilgaswells/
41-133-22329,"0011960","36.354250000000036","-85.30049999999994",Tennessee,Overton,,Revis Martin #1,"Outdoor Resources, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22329,https://tdeconline.tn.gov/oilgaswells/
41-133-22330,"0011961","36.49155600000006","-85.31522199999995",Tennessee,Overton,,Steve Daniels #4,"Outdoor Resources, Inc.",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22330,https://tdeconline.tn.gov/oilgaswells/
41-133-22331,"0011965","36.42352800000003","-85.20874999999995",Tennessee,Overton,,Jimmy Young #11,"TN Oil Co., Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22331,https://tdeconline.tn.gov/oilgaswells/
41-133-22332,"0011966","36.414750000000026","-85.19949999999994",Tennessee,Overton,,Howard Nolen #2,Riverside Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22332,https://tdeconline.tn.gov/oilgaswells/
41-133-22333,"0011969","36.45611100000008","-85.32102799999996",Tennessee,Overton,,Gary Smith Unit #1,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22333,https://tdeconline.tn.gov/oilgaswells/
41-133-22334,"0011973","36.415778000000046","-85.20008299999995",Tennessee,Overton,,William Sells #3,Riverside Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22334,https://tdeconline.tn.gov/oilgaswells/
41-133-22335,"0011974","36.412889000000064","-85.19372199999998",Tennessee,Overton,,Melvin H. Norrod #2,Overton Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22335,https://tdeconline.tn.gov/oilgaswells/
41-133-22336,"0011975","36.427861000000064","-85.17880599999995",Tennessee,Overton,,Roger McDonald #6-A,McDonald Oil Company LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22336,https://tdeconline.tn.gov/oilgaswells/
41-133-22337,"0011976","36.414667000000065","-85.17738899999995",Tennessee,Overton,,Ronald Lee Smith #DR 1,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22337,https://tdeconline.tn.gov/oilgaswells/
41-133-22338,"0011978","36.415306000000044","-85.18741699999998",Tennessee,Overton,,Barry Johnson #6,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22338,https://tdeconline.tn.gov/oilgaswells/
41-133-22339,"0011979","36.40683300000006","-85.19727799999998",Tennessee,Overton,,Robert Winton Etal Unit #1,Overton Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22339,https://tdeconline.tn.gov/oilgaswells/
41-133-22340,"0011980","36.41652800000003","-85.17619399999995",Tennessee,Overton,,Ronald Lee Smith #DR-2,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22340,https://tdeconline.tn.gov/oilgaswells/
41-133-22341,"0011983","36.41041700000005","-85.21369399999998",Tennessee,Overton,,Lonnie Richard Smith #JB-4,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22341,https://tdeconline.tn.gov/oilgaswells/
41-133-22342,"0011984","36.39463900000004","-85.25594399999994",Tennessee,Overton,,"Jerry Garrett, Johnnie B #1",Overton Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22342,https://tdeconline.tn.gov/oilgaswells/
41-133-22343,"0011989","36.42338900000004","-85.16972199999998",Tennessee,Overton,,Freddie Paul #1,"Paul, Freddie",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22343,https://tdeconline.tn.gov/oilgaswells/
41-133-22344,"0011990","36.412000000000035","-85.18044399999997",Tennessee,Overton,,Smith Unit #1,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22344,https://tdeconline.tn.gov/oilgaswells/
41-133-22345,"0011998","36.405778000000055","-85.18799999999999",Tennessee,Overton,,Lonnie Richard Smith #14,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22345,https://tdeconline.tn.gov/oilgaswells/
41-133-22346,"0011999","36.41133300000007","-85.18563899999998",Tennessee,Overton,,Estelle & Ralph Smith #2,Overton Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22346,https://tdeconline.tn.gov/oilgaswells/
41-133-22347,"0012005","36.43038900000005","-85.20233299999995",Tennessee,Overton,,Wright Trust #10,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22347,https://tdeconline.tn.gov/oilgaswells/
41-133-22348,"0012006","36.413028000000054","-85.18724999999995",Tennessee,Overton,,Barry Johnson #7,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22348,https://tdeconline.tn.gov/oilgaswells/
41-133-22349,"0012013","36.40625000000006","-85.29397199999994",Tennessee,Overton,,William C. Haley #1,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22349,https://tdeconline.tn.gov/oilgaswells/
41-133-22350,"0012014","36.41597200000007","-85.20086099999997",Tennessee,Overton,,William Sells #4,Riverside Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22350,https://tdeconline.tn.gov/oilgaswells/
41-133-22351,"0012016","36.40897200000006","-85.17933299999999",Tennessee,Overton,,Charles & Lynda Anderson #1,Anderson Farms,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22351,https://tdeconline.tn.gov/oilgaswells/
41-133-22352,"0012019","36.46433300000007","-85.31113899999997",Tennessee,Overton,,Boyd Coffey #2,"AK Producers, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22352,https://tdeconline.tn.gov/oilgaswells/
41-133-22353,"0012024","36.40736100000004","-85.29397199999994",Tennessee,Overton,,William C. Haley #2,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22353,https://tdeconline.tn.gov/oilgaswells/
41-133-22354,"0012027","36.410000000000025","-85.17986099999996",Tennessee,Overton,,James Randy Smith Unit #1,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22354,https://tdeconline.tn.gov/oilgaswells/
41-133-22355,"0012036","36.40438900000004","-85.16963899999996",Tennessee,Overton,,"Myrna Bayer, Revocable Trust #1",Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22355,https://tdeconline.tn.gov/oilgaswells/
41-133-22356,"0012040","36.410889000000054","-85.17005599999999",Tennessee,Overton,,Charies & Lynda Anderson #2,Overton Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22356,https://tdeconline.tn.gov/oilgaswells/
41-133-22357,"0012041","36.41027800000006","-85.29080599999998",Tennessee,Overton,,William C. Haley #3,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22357,https://tdeconline.tn.gov/oilgaswells/
41-133-22358,"0012043","36.40850000000006","-85.18188899999996",Tennessee,Overton,,James Randy Smith Unit #2,Overton Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22358,https://tdeconline.tn.gov/oilgaswells/
41-133-22359,"0012052","36.407556000000056","-85.17866699999996",Tennessee,Overton,,Charles & Lynda Anderson #3,Anderson Farms,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22359,https://tdeconline.tn.gov/oilgaswells/
41-133-22360,"0012053","36.41813900000005","-85.21799999999996",Tennessee,Overton,,Lonnie Richard Smith Unit #13,Overton Oil & Gas,,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22360,https://tdeconline.tn.gov/oilgaswells/
41-133-22361,"0012054","36.39663900000005","-85.19797199999994",Tennessee,Overton,,Williams/Jeffery Wayne Williamson #4-N,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22361,https://tdeconline.tn.gov/oilgaswells/
41-133-22536,"0012403","36.40458300000006","-85.17605599999996",Tennessee,Overton,,Myrna Bayer Revocable Trust #1,"Whitney Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22536,https://tdeconline.tn.gov/oilgaswells/
41-133-22537,"0012415","36.415917000000036","-85.19913899999995",Tennessee,Overton,,William Sells #1,Travis Coomer Drilling,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22537,https://tdeconline.tn.gov/oilgaswells/
41-133-22538,"0012416","36.396944000000076","-85.18622199999999",Tennessee,Overton,,Dr. Michael Cox #14,"CWT Natural Resources, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22538,https://tdeconline.tn.gov/oilgaswells/
41-133-22539,"0012417","36.399361000000056","-85.19055599999996",Tennessee,Overton,,Dr. Michael Cox #15,"CWT Natural Resources, Inc.",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22539,https://tdeconline.tn.gov/oilgaswells/
41-133-22540,"0012418","36.39891700000004","-85.19269399999996",Tennessee,Overton,,Dr. Michael Cox #16,"CWT Natural Resources, Inc.",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22540,https://tdeconline.tn.gov/oilgaswells/
41-133-22541,"0012420","36.447194000000025","-85.16019399999999",Tennessee,Overton,,Denny Padgett #2,Duncan Drilling Co.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22541,https://tdeconline.tn.gov/oilgaswells/
41-133-22542,"0012422","36.43891700000006","-85.20847199999997",Tennessee,Overton,,Deborah Copeland #1-CTX,J 3 Natural Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22542,https://tdeconline.tn.gov/oilgaswells/
41-133-22543,"0012423","36.488000000000056","-85.24136099999998",Tennessee,Overton,,Doug Wright #1-CTX,J 3 Natural Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22543,https://tdeconline.tn.gov/oilgaswells/
41-133-21992,"0010501","36.43647200000004","-85.18924999999996",Tennessee,Overton,,Roger McDonald #14,John Henry Holding LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21992,https://tdeconline.tn.gov/oilgaswells/
41-133-21993,"0010502","36.429639000000066","-85.17516699999999",Tennessee,Overton,,Roger McDonald #16,John Henry Holding LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21993,https://tdeconline.tn.gov/oilgaswells/
41-133-21994,"0010504","36.401167000000044","-85.21455599999996",Tennessee,Overton,,David Howard #1,"Howard, David",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-21994,https://tdeconline.tn.gov/oilgaswells/
41-133-21995,"0010505","36.43044400000008","-85.18869399999994",Tennessee,Overton,,Jimmy & Jack Clark #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21995,https://tdeconline.tn.gov/oilgaswells/
41-133-21996,"0010506","36.39408300000008","-85.29455599999994",Tennessee,Overton,,Amy Oakley Etal #1,Consolidated Oil and Gas Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21996,https://tdeconline.tn.gov/oilgaswells/
41-133-21997,"0010508","36.39594400000004","-85.19549999999998",Tennessee,Overton,,James L. Bilbery #1,Carbon Atom Flow LLC,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-21997,https://tdeconline.tn.gov/oilgaswells/
41-133-21998,"0010509","36.44827800000007","-85.16319399999998",Tennessee,Overton,,Peggy Smith etal #1,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21998,https://tdeconline.tn.gov/oilgaswells/
41-133-21999,"0010510","36.39841700000005","-85.21063899999996",Tennessee,Overton,,Porter Beaty Heirs #2,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-21999,https://tdeconline.tn.gov/oilgaswells/
41-133-22000,"0010511","36.42661100000004","-85.18172199999998",Tennessee,Overton,,Jimmy & Jack Clark #7,"AK Producers, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22000,https://tdeconline.tn.gov/oilgaswells/
41-133-22001,"0010512","36.464000000000055","-85.33638899999994",Tennessee,Overton,,Iwron Hunter #1,"Arnco Oil & Gas, LLC",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-133-22001,https://tdeconline.tn.gov/oilgaswells/
41-133-22002,"0010514","36.43038900000005","-85.18527799999998",Tennessee,Overton,,Jimmy & Jack Clark #5,John Henry Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22002,https://tdeconline.tn.gov/oilgaswells/
41-133-22003,"0010518","36.39863900000006","-85.21419399999996",Tennessee,Overton,,Doris Eldridge Cooper #3,"Farmer, Chris",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22003,https://tdeconline.tn.gov/oilgaswells/
41-133-22004,"0010519","36.42927800000007","-85.19097199999999",Tennessee,Overton,,C.D. Newberry Heirs #15tw,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22004,https://tdeconline.tn.gov/oilgaswells/
41-133-22005,"0010520","36.39897200000007","-85.21691699999997",Tennessee,Overton,,LB Linder #1-A,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22005,https://tdeconline.tn.gov/oilgaswells/
41-133-22006,"0010521","36.39408300000008","-85.17247199999997",Tennessee,Overton,,Charles J. Vaughn #16,Rockwell Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22006,https://tdeconline.tn.gov/oilgaswells/
41-133-22007,"0010526","36.428194000000076","-85.19158299999998",Tennessee,Overton,,C.D. Newberry Heirs #16,"Double D Producers, Inc.",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22007,https://tdeconline.tn.gov/oilgaswells/
41-133-22008,"0010528","36.428667000000075","-85.18324999999999",Tennessee,Overton,,Jimmy & Jack Clark #3,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22008,https://tdeconline.tn.gov/oilgaswells/
41-133-22009,"0010529","36.39719400000007","-85.21830599999998",Tennessee,Overton,,Doris Cooper #1-A,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22009,https://tdeconline.tn.gov/oilgaswells/
41-133-22010,"0010537","36.42722200000003","-85.18638899999996",Tennessee,Overton,,Jimmy & Jack Clark #4,Ohio Kentucky Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22010,https://tdeconline.tn.gov/oilgaswells/
41-133-22011,"0010538","36.42544400000003","-85.18399999999997",Tennessee,Overton,,Jimmy & Jack Clark #2,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22011,https://tdeconline.tn.gov/oilgaswells/
41-133-22012,"0010539","36.40411100000006","-85.15508299999999",Tennessee,Overton,,Janet King #4,Dolomite Energy LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22012,https://tdeconline.tn.gov/oilgaswells/
41-133-22013,"0010541","36.412833000000035","-85.22136099999994",Tennessee,Overton,,Havel B. Davis #2,Basin Oil & Gas Corp,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22013,https://tdeconline.tn.gov/oilgaswells/
41-133-22014,"0010542","36.43030600000003","-85.18366699999996",Tennessee,Overton,,Jimmie & Jack Clark #3,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22014,https://tdeconline.tn.gov/oilgaswells/
41-133-22015,"0010543","36.429250000000025","-85.18449999999996",Tennessee,Overton,,Jimmy & Jack Clark #2,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22015,https://tdeconline.tn.gov/oilgaswells/
41-133-22015-R1,"0013144","36.429250000000025","-85.18449999999996",Tennessee,Overton,,J & J Clark RE #10543,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22015-R1,https://tdeconline.tn.gov/oilgaswells/
41-133-22016,"0010546","36.43141700000007","-85.14847199999997",Tennessee,Overton,,Wayne McDonald #6,Dolomite Energy LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22016,https://tdeconline.tn.gov/oilgaswells/
41-133-22017,"0010549","36.449583000000075","-85.16258299999998",Tennessee,Overton,,"Peggy Smith, ETAL #2",Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22017,https://tdeconline.tn.gov/oilgaswells/
