OBJECTID,IGS_ID,Permit_Number,County,Land_Type,Land_Number,Township,Range,Operator_Name,Lease_Name,Well_Number,Status,Twp_Direction,Rng_Direction,HydroFrac,Utmx,Utmy,Method,ClassII,permit_int,igs_int,Scan Status,Current Status,x,y
45835,145919,145919,Rush,Section,26,15,8,Walnut Ridge Gas Co.,Parker,Unknown,Orphaned,N,E,0,618801,4398060,gps,,145919,145919,,1,-9530487.1417,4825938.417
45836,145920,145920,Rush,Section,26,15,8,Walnut Ridge Gas Co.,Pitts,1,Orphaned,N,E,0,619597,4398428,gps,,145920,145920,,1,-9529446.0745,4826402.0877
45838,145922,145922,Rush,Section,26,15,8,Walnut Ridge Gas Co.,Taylor,Unknown,Orphaned,N,E,0,618813,4397219,gps,,145922,145922,,1,-9530488.4464,4824841.8169
44807,144889,14593,Randolph,Section,16,21,12,Tom D. Flesher,FRANCIS D. FLESHER,2,Orphaned,N,E,,653810,4459918,gps,,14593,144889,N,1,-9483402.7069,4906075.404
45860,145944,145944,Rush,Section,6,15,9,Unknown,Vasbinder,Unknown,Orphaned,N,E,,622320,4403504,gps,,145944,145944,,1,-9525804.9742,4832966.1188
45876,145960,145960,Rush,Section,12,15,9,Indiana Soldiers & Sailors,Webster,Unknown,Orphaned,N,E,,631477,4402668,gps,,145960,145960,,1,-9513925.2211,4831677.9427
45877,145961,145961,Rush,Section,13,15,9,Unknown,Apple,Unknown,Orphaned,N,E,,629853,4401130,gps,,145961,145961,,1,-9516068.9295,4829708.091
45894,145978,145978,Rush,Section,18,15,9,Pritchard & Snow,Adkins,Unknown,Orphaned,N,E,,622038,4400287,gps,,145978,145978,,1,-9526237.8856,4828775.9728
45896,145980,145980,Rush,Section,19,15,9,Unknown,Beeson,Unknown,Orphaned,N,E,,623202,4398902,gps,,145980,145980,,1,-9524754.8613,4826945.7911
45906,145990,145990,Rush,Section,20,15,9,Unknown,Alexander,3,Orphaned,N,E,,625002,4399649,gps,,145990,145990,,1,-9522401.5476,4827881.8474
45921,146005,146005,Rush,Section,24,15,9,Unknown,Siler,Unknown,Orphaned,N,E,,629927,4399630,gps,,146005,146005,,1,-9516005.782,4827750.4695
45939,146023,146023,Rush,Section,30,15,9,Unknown,Newby,Unknown,Orphaned,N,E,,622414,4398415,gps,,146023,146023,,1,-9525788.2657,4826327.2816
45940,146024,146024,Rush,Section,30,15,9,Rushville Natural Gas Co.,Newby,Unknown,Orphaned,N,E,,622772,4398526,gps,,146024,146024,,1,-9525321.079,4826464.5475
45950,146034,146034,Rush,Section,33,15,9,Unknown,New York Central Railroad,Unknown,Orphaned,N,E,,625453,4395412,gps,,146034,146034,,1,-9521905.6391,4822349.088
45959,146043,146043,Rush,Section,36,15,9,Unknown,Dillon,Unknown,Orphaned,N,E,,630422,4395905,gps,,146043,146043,,1,-9515445.0328,4822883.8118
45963,146047,146047,Rush,Section,36,15,9,Connersville Gas Co.,Gilson,1,Orphaned,N,E,,631183,4396380,gps,,146047,146047,,1,-9514446.692,4823485.989
46001,146085,146085,Rush,Section,10,15,10,Unknown,Gosnell,Unknown,Orphaned,N,E,,637900,4402978,gps,,146085,146085,,1,-9505573.5044,4831935.185
46003,146087,146087,Rush,Section,10,15,10,Indiana Soldiers & Sailors,Martin,Unknown,Orphaned,N,E,,637900,4402978,gps,,146087,146087,,1,-9505573.5044,4831935.185
46008,146092,146092,Rush,Section,11,15,10,Unknown,Martin,Unknown,Orphaned,N,E,,638026,4403781,gps,,146092,146092,,1,-9505391.0321,4832979.6738
46018,146102,146102,Rush,Section,12,15,10,Connersville Gas Co.,Lamberson,Unknown,Orphaned,N,E,,641084,4403109,gps,,146102,146102,,1,-9501433.8548,4832030.5254
46035,146119,146119,Rush,Section,16,15,10,Unknown,Hudelson,Unknown,Orphaned,N,E,,634700,4402062,gps,,146119,146119,,1,-9509751.8124,4830814.6136
46079,146163,146163,Rush,Section,29,15,10,Bitner,Bitner,Unknown,Orphaned,N,E,,633551,4398427,gps,,146163,146163,,1,-9511326.5598,4826101.0142
46080,146164,146164,Rush,Section,30,15,10,Unknown,Clark,Unknown,Orphaned,N,E,,632706,4398024,gps,,146164,146164,,1,-9512432.7939,4825594.7543
46121,146205,146205,Rush,Section,7,15,11,Connersville Gas Co.,Morgan,1,Orphaned,N,E,0,641923,4402296,gps,,146205,146205,,1,-9500363.4009,4830949.9736
46130,146214,146214,Rush,Section,8,15,11,Connersville Gas Co.,Sweet,Unknown,Orphaned,N,E,0,642535,4402320,gps,,146214,146214,,1,-9499567.8255,4830966.4771
46183,146267,146267,Shelby,Section,10,11,6,Eberhardt,Eberhardt,Unknown,Orphaned,N,E,0,598974,4362847,gps,,146267,146267,,1,-9556819.3494,4780495.3753
46184,146268,146268,Shelby,Section,9,11,7,Unknown,Shipp,Unknown,Orphaned,N,E,0,607020,4364480,gps,,146268,146268,,1,-9546388.6985,4782476.6613
46185,146269,146269,Shelby,Section,10,11,7,Unknown,Shipp,Unknown,Orphaned,N,E,0,609527,4363220,gps,,146269,146269,,1,-9543170.1419,4780795.702
46187,146271,146271,Shelby,Section,22,11,7,Lowe,Speagle,1,Orphaned,N,E,0,609726,4360490,gps,,146271,146271,,1,-9542962.7025,4777249.2125
46198,146282,146282,Shelby,Section,4,11,8,St. Paul Natural Gas & Oil Co.,Phillips,Unknown,Orphaned,N,E,0,617783,4366340,gps,,146282,146282,,1,-9532436.1056,4784689.1797
46210,146294,146294,Shelby,Section,16,11,8,Unknown,Isley,Unknown,Orphaned,N,E,0,616573,4362216,gps,,146294,146294,,1,-9534080.9505,4779359.5861
46212,146296,146296,Shelby,Section,28,11,8,Unknown,Davis,Unknown,Orphaned,N,E,0,617615,4358250,gps,,146296,146296,,1,-9532811.6439,4774193.6816
46213,146297,146297,Shelby,Section,19,12,6,McKensen,McKensen,1,Orphaned,N,E,0,594958,4370230,gps,,146297,146297,,1,-9561894.3989,4790148.2577
46214,146298,146298,Shelby,Section,19,12,6,McKensen,McKensen,2,Orphaned,N,E,0,595025,4370580,gps,,146298,146298,,1,-9561802.1439,4790601.9374
46219,146303,146303,Shelby,Section,1,12,7,No Operator Listed,MIDKIFF,None Listed,Orphaned,N,E,0,612640,4375630,pdms,,146303,146303,,1,-9538912.5018,4796858.2165
46237,146321,146321,Shelby,Section,10,12,7,Bellman,Bellman,Unknown,Orphaned,N,E,0,609123,4373549,gps,,146321,146321,,1,-9543504.4047,4794218.7241
46239,146323,146323,Shelby,Section,10,12,7,Unknown,Laws,Unknown,Orphaned,N,E,0,609045,4372787,gps,,146323,146323,,1,-9543619.2659,4793229.8361
46241,146325,146325,Shelby,Section,11,12,7,Unknown,Burgess,Unknown,Orphaned,N,E,,610980,4373364,gps,,146325,146325,,1,-9541103.971,4793943.9807
46258,146342,146342,Shelby,Section,13,12,7,Unknown,Hamley,Unknown,Orphaned,N,E,,612837,4371969,gps,,146342,146342,,1,-9538726.4978,4792096.2786
46259,146343,146343,Shelby,Section,13,12,7,Unknown,Rahe,Unknown,Orphaned,N,E,,611765,4371877,gps,,146343,146343,,1,-9540115.6051,4791996.9283
46278,146362,146362,Shelby,Section,23,12,7,Unknown,Lux,Unknown,Orphaned,N,E,0,611112,4369931,gps,,146362,146362,,1,-9540996.8254,4789480.8247
46288,146372,146372,Shelby,Section,25,12,7,Unknown,Fischer,Unknown,Orphaned,N,E,0,612291,4368630,gps,,146372,146372,,1,-9539495.7295,4787768.8132
46314,146398,146398,Shelby,Section,5,12,8,Unknown,Kuhn,Unknown,Orphaned,N,E,,614550,4375915,gps,,146398,146398,,1,-9536433.9565,4797192.2663
46320,146404,146404,Shelby,Section,6,12,8,Meltzer,McLaughlin,Unknown,Orphaned,N,E,,613188,4375218,gps,,146404,146404,,1,-9538210.7476,4796312.2329
46335,146419,146419,Shelby,Section,9,12,8,Blue Ridge Gas Co.,Creed,Unknown,Orphaned,N,E,,617218,4374471,gps,,146419,146419,,1,-9533007.656,4795263.2641
46352,146436,146436,Shelby,Section,19,12,8,Citizens Natural Gas & Oil Co.,Miller,5,Orphaned,N,E,,614606,4370615,gps,,146436,146436,,1,-9536462.9855,4790303.3226
46362,146446,146446,Shelby,Section,21,12,8,Unknown,Cartmel,Unknown,Orphaned,N,E,,617826,4369661,gps,,146446,146446,,1,-9532315.24,4789001.2967
46372,146456,146456,Shelby,Section,29,12,8,"Waldron Natural Gas, Oil & Water Co.",Haymond,9,Orphaned,N,E,,615226,4368111,gps,,146456,146456,,1,-9535708.8793,4787038.8244
2835,102377,14646,Vanderburgh,Section,33,5,10,Truman W. Drake,E.L. BLESH,3,Orphaned,S,W,,452985,4211210,pdms,,14646,102377,N,1,-9744445.4963,4586125.4483
46377,146461,146461,Shelby,Section,29,12,8,Unknown,Ben Powell,Unknown,Orphaned,N,E,,616285,4368507,gps,,146461,146461,,1,-9534331.3465,4787532.606
46387,146471,146471,Shelby,Section,30,12,8,"Waldron Natural Gas, Oil & Water Co.",Thompson,Unknown,Orphaned,N,E,,614641,4368971,gps,,146471,146471,,1,-9536449.1541,4788167.0615
46393,146477,146477,Shelby,Section,31,12,8,Unknown,Curtis,Unknown,Orphaned,N,E,0,614677,4367000,gps,,146477,146477,,1,-9536440.2769,4785606.5939
46395,146479,146479,Shelby,Section,31,12,8,"When Gas, Oil & Water Co.",Haymond,Unknown,Orphaned,N,E,0,614527,4367234,gps,,146479,146479,,1,-9536629.813,4785913.338
46396,146480,146480,Shelby,Section,31,12,8,Unknown,Methodist Parsonage,Unknown,Orphaned,N,E,0,614598,4367775,gps,,146480,146480,,1,-9536527.6445,4786614.5409
46398,146482,146482,Shelby,Section,31,12,8,Unknown,Thompson,Unknown,Orphaned,N,E,0,614292,4367530,gps,,146482,146482,,1,-9536928.1213,4786302.2307
46405,146489,146489,Shelby,Section,32,12,8,Southside Gas Co. of Waldron,Redenbaugh,Unknown,Orphaned,N,E,0,615135,4366915,gps,,146489,146489,,1,-9535849.5513,4785487.4095
46411,146495,146495,Shelby,Section,32,12,8,Unknown,Waldron Town Lot,Unknown,Orphaned,N,E,0,614884,4367914,gps,,146495,146495,,1,-9536155.0443,4786789.5651
46413,146497,146497,Shelby,Section,32,12,8,"Waldron Natural Gas, Oil & Water Co.",Waldron Town Lot,Unknown,Orphaned,N,E,0,614904,4367877,gps,,146497,146497,,1,-9536129.8832,4786741.1284
46415,146499,146499,Shelby,Section,32,12,8,"Waldron Natural Gas, Oil & Water Co.",Wright,Unknown,Orphaned,N,E,0,614724,4367233,gps,,146499,146499,,1,-9536375.0329,4785908.2596
46418,146502,146502,Shelby,Section,33,12,8,Unknown,Unknown,Unknown,Orphaned,N,E,0,616387,4367321,gps,,146502,146502,,1,-9534222.4193,4785990.369
46437,146521,146521,Shelby,Section,7,13,7,Unknown,Bassett,Unknown,Orphaned,N,E,,603083,4383846,gps,,146521,146521,,1,-9551145.421,4807718.552
46442,146526,146526,Shelby,Section,12,13,7,Unknown,Brown,Unknown,Orphaned,N,E,,612065,4382634,gps,,146526,146526,,1,-9539525.4615,4805978.4468
46445,146529,146529,Shelby,Section,14,13,7,Southern Indiana Gas Co.,Merks,Unknown,Orphaned,N,E,,610885,4381648,gps,,146529,146529,,1,-9541073.0897,4804717.7253
46458,146542,146542,Shelby,Section,25,13,7,Unknown,Moberly,Unknown,Orphaned,N,E,0,612534,4377650,pdms,,146542,146542,,1,-9539011.6933,4799486.5787
46473,146557,146557,Shelby,Section,36,13,7,Unknown,Kuhn,Unknown,Orphaned,N,E,0,611756,4377120,gps,,146557,146557,,1,-9540029.2458,4798812.0887
46490,146574,146574,Shelby,Section,7,13,8,Manilla Natural Gas Co.,Brown,Unknown,Orphaned,N,E,,613812,4382516,gps,,146574,146574,,1,-9537263.6292,4805791.6553
46512,146597,146597,Shelby,Section,17,13,8,"Phares, Rice, Baker & Meyers Gas Co.",Phares,Unknown,Orphaned,N,E,,614664,4380975,gps,,146597,146597,,1,-9536189.1268,4803770.3951
46517,146602,146602,Shelby,Section,18,13,8,Southern Indiana Natural Gas Co.,Theobold,3,Orphaned,N,E,,613756,4380855,gps,,146602,146602,,1,-9537367.9091,4803631.7553
46527,146612,146612,Shelby,Section,20,13,8,Unknown,Rays Crossing Town Lot,Unknown,Orphaned,N,E,,614335,4379569,gps,,146612,146612,,1,-9536642.3681,4801947.8614
46532,146617,146617,Shelby,Section,28,13,8,Unknown,Holbrook,Unknown,Orphaned,N,E,,616426,4379215,gps,,146617,146617,,1,-9533940.4891,4801446.841
46542,146627,146627,Shelby,Section,30,13,8,Unknown,Neeb,Unknown,Orphaned,N,E,,614181,4377760,gps,,146627,146627,,1,-9536876.4823,4799598.2185
46549,146634,146634,Shelby,Section,32,13,8,Unknown,Cawein,Unknown,Orphaned,N,E,,615752,4376173,gps,,146634,146634,,1,-9534872.5586,4797504.4207
46556,146641,146641,Shelby,Section,33,13,8,Unknown,Kuhn,Unknown,Orphaned,N,E,,617559,4376536,gps,,146641,146641,,1,-9532525.5824,4797940.9263
46610,146695,146695,Shelby,Section,4,14,7,Unknown,Moore,Unknown,Orphaned,N,E,0,605994,4394184,gps,,146695,146695,,1,-9547187.5231,4821130.3912
46611,146696,146696,Shelby,Section,5,14,7,J. Harvey Snider Etal,Carrigan,Unknown,Orphaned,N,E,0,604729,4394797,gps,,146696,146696,,1,-9548818.6453,4821951.8517
46614,146699,146699,Shelby,Section,5,14,7,"Citizens Natural Gas, Oil, & Water Co.",Hardy,Unknown,Orphaned,N,E,0,605978,4394186,gps,,146699,146699,,1,-9547208.2551,4821133.2849
46630,146715,146715,Shelby,Section,10,14,7,Freeport Gas Co.,Wickliff,1,Orphaned,N,E,0,608179,4391840,gps,,146715,146715,,1,-9544394.2135,4818036.6307
46645,146730,146730,Shelby,Section,15,14,7,Freeport Gas Co.,Mellis,Unknown,Orphaned,N,E,0,609114,4390602,gps,,146730,146730,,1,-9543203.7523,4816406.766
46666,146751,146751,Shelby,Section,22,14,7,Freeport Gas Co.,Hill,Unknown,Orphaned,N,E,0,608492,4390061,gps,,146751,146751,,1,-9544020.5975,4815713.5621
46699,146784,146784,Shelby,Section,7,14,8,Unknown,Gordon,Unknown,Orphaned,N,E,0,612618,4392219,gps,,146784,146784,,1,-9538627.1748,4818447.4307
46700,146785,146785,Shelby,Section,8,14,8,Blue River Gas Company,Engle,Unknown,Orphaned,N,E,0,615602,4393563,gps,,146785,146785,,1,-9534728.9741,4820140.8466
46701,146786,146786,Shelby,Section,8,14,8,Unknown,Nelson,Unknown,Orphaned,N,E,0,614186,4393275,gps,,146786,146786,,1,-9536572.2151,4819793.147
46704,146789,146789,Shelby,Section,16,14,8,Blue River Gas Company,Ball,Unknown,Orphaned,N,E,0,615834,4391180,gps,,146789,146789,,1,-9534474.4259,4817031.7792
46713,146798,146798,Shelby,Section,17,14,8,Evans,Evans,Unknown,Orphaned,N,E,0,615653,4390336,gps,,146798,146798,,1,-9534725.701,4815936.006
46714,146799,146799,Shelby,Section,17,14,8,Gwynneville Natural Gas Co.,Evans,Unknown,Orphaned,N,E,0,615629,4391534,gps,,146799,146799,,1,-9534733.494,4817496.9171
46718,146803,146803,Shelby,Section,17,14,8,Gwynneville Natural Gas Co.,Polliett & Evans,Unknown,Orphaned,N,E,0,615638,4391253,gps,,146803,146803,,1,-9534727.2933,4817130.706
46719,146804,146804,Shelby,Section,17,14,8,Morrison Fuel & Light Co.,Wagoner,Unknown,Orphaned,N,E,0,614234,4391320,gps,,146804,146804,,1,-9536547.5764,4817245.2843
46723,146808,146808,Shelby,Section,20,14,8,Unknown,Talbert,Unknown,Orphaned,N,E,0,614455,4389517,gps,,146808,146808,,1,-9536295.6079,4814892.6683
46747,146832,146832,Shelby,Section,29,14,8,Morristown Fuel & Light Co.,Talbert,Unknown,Orphaned,N,E,0,614891,4387483,gps,,146832,146832,,1,-9535769.3941,4812235.6678
46759,146844,146844,Shelby,Section,32,14,8,Citizens Natural Gas & Oil Co.,Talbert,Unknown,Orphaned,N,E,0,614816,4386976,gps,,146844,146844,,1,-9535876.4453,4811577.0467
46861,146946,146946,Tipton,Section,9,21,3,Indiana Natural Gas & Oil Co.,Adams,0,Orphaned,N,E,,569338,4460098,gps,,146946,146946,,1,-9593988.2302,4907956.5747
46882,146967,146967,Tipton,Section,20,21,3,Unknown,Puckett,0,Orphaned,N,E,,566973,4456451,gps,,146967,146967,,1,-9597127.6918,4903191.2771
46945,147030,147030,Tipton,Section,19,21,5,Unknown,Miller,0,Orphaned,N,E,0,584315,4455690,gps,,147030,147030,,1,-9574440.7891,4901962.8112
46980,147065,147065,Tipton,Section,20,21,6,Unknown,Myerly,0,Orphaned,N,E,0,596468,4456710,gps,,147065,147065,,1,-9558520.0475,4903111.5297
46981,147066,147066,Tipton,Section,29,21,6,Unknown,Yarling,0,Orphaned,N,E,0,595277,4455430,gps,,147066,147066,,1,-9560099.9422,4901449.7785
46995,147080,147080,Tipton,Section,2,22,3,Unknown,Unknown,0,Orphaned,N,E,,571102,4471297,gps,,147080,147080,,1,-9591539.4418,4922668.5188
47012,147097,147097,Tipton,Section,10,22,3,Indiana Natural Gas & Oil Co.,Thompson,1,Orphaned,N,E,,570076,4468916,gps,,147097,147097,,1,-9592914.1462,4919546.9106
47116,147201,147201,Tipton,Section,24,22,4,Indiana Natural Gas & Oil Co.,Hughes,0,Orphaned,N,E,,582253,4465191,gps,,147201,147201,,1,-9577003.3667,4914483.0832
47190,147275,147275,Tipton,Section,21,22,5,Unknown,Todd,0,Orphaned,N,E,,588611,4465799,gps,,147275,147275,,1,-9568663.0501,4915187.86
47215,147300,147300,Tipton,Section,5,22,6,Indiana Natural & Illuminating Gas,Scott,0,Orphaned,N,E,0,595382,4470350,gps,,147300,147300,,1,-9559714.8202,4921067.3711
47229,147314,147314,Tipton,Section,17,22,6,Unknown,Hutcherson,0,Orphaned,N,E,0,595044,4467120,gps,,147314,147314,,1,-9560211.5649,4916822.383
47230,147315,147315,Tipton,Section,17,22,6,Unknown,Hutcherson,0,Orphaned,N,E,0,595033,4467910,gps,,147315,147315,,1,-9560212.8851,4917862.0267
47238,147323,147323,Tipton,Section,19,22,6,Indiana Natural & Illuminating Gas,Russell,0,Orphaned,N,E,0,594319,4467080,gps,,147323,147323,,1,-9561162.3911,4916781.7737
47241,147326,147326,Tipton,Section,20,22,6,Unknown,Huthinson,0,Orphaned,N,E,0,595451,4465510,gps,,147326,147326,,1,-9559704.9542,4914697.5415
47242,147327,147327,Tipton,Section,20,22,6,Indiana Natural & Illuminating Gas Co.,Leatherman,1,Orphaned,N,E,0,595448,4466820,gps,,147327,147327,,1,-9559687.0872,4916420.9431
47254,147339,147339,Tipton,Section,32,22,6,Unknown,Wilburn,0,Orphaned,N,E,0,595161,4462300,gps,,147339,147339,,1,-9560138.1371,4910480.7593
47489,147576,147576,Wabash,Section,14,27,5,Unknown Operator,Mark Engleman,,Orphaned,N,E,,590113,4515085,scaled,,147576,147576,,1,-9565912.0125,4980212.9656
2812,102354,1520,Vanderburgh,Section,32,5,10,Vanderburgh Oil Corporation,George W. Hornby,10-174A,Orphaned,S,W,,451871,4210490,pdms,,1520,102354,N,1,-9745853.4104,4585199.9491
54559,154990,154990,Spencer,Section,11,6,4,C.A. Busick,C.A. Busick,3,Orphaned,S,W,0,515639,4207431,gps,,154990,154990,,1,-9664963.4842,4581465.4609
55831,156262,156262,Pike,Section,30,1,7,robinson,preston,1,Orphaned,N,W,0,479791,4260682,gps,,156262,156262,,1,-9710593.6616,4649486.5044
57729,158217,158217,Henry,Section,1,16,8,Unknown,Morris,Unknown,Orphaned,N,E,0,620849,4414047,gps,,158217,158217,,1,-9527500.0228,4846760.3808
57750,158239,158239,Henry,Section,13,16,8,Knightstown Natural Gas Co.,Scott,Unknown,Orphaned,N,E,0,620473,4411485,gps,,158239,158239,,1,-9528041.8007,4843421.7196
57756,158245,158245,Henry,Section,25,16,8,Knightstown Natural Gas Co.,Crouse,Unknown,Orphaned,N,E,0,620431,4407430,gps,,158245,158245,,1,-9528179.4045,4838128.3184
57773,158262,158262,Henry,Section,5,16,9,Snyder Gas Co.,Manlove,Unknown,Orphaned,N,E,0,623769,4413961,gps,,158262,158262,,1,-9523702.3105,4846586.99
57914,158403,158403,Henry,Section,8,16,10,Spiceland Gas Co.,Payne,Unknown,Orphaned,N,E,,633435,4413100,pdms,,158403,158403,,1,-9511145.125,4845249.9218
57954,158443,158443,Henry,Section,1,16,11,Richmond Gas,Sites,Unknown,Orphaned,N,E,,648991,4414215,gps,,158443,158443,,1,-9490880.7606,4846330.9027
57969,158458,158458,Henry,Section,13,16,11,Richmond Gas,Cox,1,Orphaned,N,E,,649441,4412165,gps,,158458,158458,,1,-9490347.4525,4843642.2398
58065,158554,158554,Henry,Section,3,17,9,Unknown,Lynsey,Unknown,Orphaned,N,E,,629195,4423155,gps,,158554,158554,,1,-9516439.6341,4858486.9114
58072,158561,158561,Henry,Section,5,17,9,Richmond Gas,Gard,Unknown,Orphaned,N,E,,626473,4424469,gps,,158561,158561,,1,-9519957.1832,4860265.3276
58079,158568,158568,Henry,Section,6,17,9,Riggs,Riggs,1,Orphaned,N,E,0,623246,4423300,gps,,158568,158568,,1,-9524186.4697,4858805.4263
58100,158589,158589,Henry,Section,11,17,9,Wissing,Wissing,Unknown,Orphaned,N,E,,631322,4421888,gps,,158589,158589,,1,-9513697.2625,4856782.4793
58137,158626,158626,Henry,Section,16,17,9,Richmond Gas,Ratcliffe,Unknown,Orphaned,N,E,,627963,4419619,gps,,158626,158626,,1,-9518121.8432,4853890.5507
58160,158649,158649,Henry,Section,22,17,9,Unknown,Stanley,Unknown,Orphaned,N,E,0,628190,4418818,gps,,158649,158649,,1,-9517843.7874,4852838.5072
58216,158705,158705,Henry,Section,15,17,10,Elmer C. Ayres,Ayres,1,Orphaned,N,E,0,638970,4421077,gps,,158705,158705,,1,-9503755.6371,4855544.8553
58239,158728,158728,Henry,Section,31,17,10,Unknown,Stratton,Unknown,Orphaned,N,E,,634309,4414970,gps,,158728,158728,,1,-9509965.3557,4847672.6267
58259,158748,158748,Henry,Section,13,18,8,Unknown,Weeks,Unknown,Orphaned,N,E,0,622666,4430560,gps,,158748,158748,,1,-9524789.5837,4868317.7997
58288,158777,158777,Henry,Section,14,18,9,Unknown,Peckinpaugh,Unknown,Orphaned,N,E,,630089,4430912,gps,,158777,158777,,1,-9515102.2386,4868617.0835
58293,158782,158782,Henry,Section,17,18,9,Unknown,Connell,Unknown,Orphaned,N,E,,625605,4430122,gps,,158782,158782,,1,-9520966.5384,4867681.5867
58327,158816,158816,Henry,Section,32,18,9,Richmond gas,Van Winkle,Unknown,Orphaned,N,E,,625621,4425681,gps,,158816,158816,,1,-9521041.2457,4861869.3243
58332,158821,158821,Henry,Section,33,18,9,Richmond,White,Unknown,Orphaned,N,E,,627214,4425704,gps,,158821,158821,,1,-9518964.825,4861864.815
58367,158856,158856,Henry,Section,31,19,9,Unknown,Summers,Unknown,Orphaned,N,E,,624756,4434458,gps,,158856,158856,,1,-9521980.7173,4873377.6691
58831,159330,159330,Tipton,Section,20,22,6,Indiana Natural & Illuminating Gas Co.,Drake,1,Orphaned,N,E,0,595892,4465520,gps,,159330,159330,,1,-9559126.9496,4914703.3138
60888,161605,16086,Jay,Section,15,23,13,Fred Bowen,John Kwis,2,Orphaned,N,E,,663466,4478760,pdms,,16086,161605,N,1,-9470228.6526,4930592.8768
35473,135411,16150,Decatur,Section,17,11,10,Sam W. Shirk,SAM W. SHIRK,1,Orphaned,N,E,,635108,4361930,gps,,16150,135411,N,1,-9510131.6167,4778598.9805
34802,134719,16152,Decatur,Section,9,9,9,Earl A. Brewer,TICHENOR,3,Orphaned,N,E,,626940,4343768,gps,,16152,134719,N,1,-9521069.4998,4755237.7705
60876,161593,161593,Jay,Section,16,23,12,Unknown,Unknown,Unknown,Orphaned,N,E,,652189,4477804,pdms,,161593,161593,,1,-9485049.3391,4929646.8173
60877,161594,161594,Jay,Section,16,23,12,Unknown,Unknown,Unknown,Orphaned,N,E,,653612,4479074,gps,,161594,161594,,1,-9483148.3631,4931281.2727
60940,161657,161657,Jay,Section,30,23,13,Unknown,Claycomb,Unknown,Orphaned,N,E,0,658603,4474740,gps,,161657,161657,,1,-9476720.2306,4925437.3212
34962,134894,16215,Decatur,Section,12,10,8,Paul J. Ernstes,PAUL ERNSTES,1,Orphaned,N,E,,622788,4354905,gps,,16215,134894,,1,-9526197.021,4769752.362
65181,166479,166479,Shelby,Section,32,12,8,,,,Orphaned,N,E,0,614752,4367498,gps,,166479,166479,,1,-9536333.7477,4786251.8551
65261,166559,166559,Gibson,Section,1,1,11,Unknown Operator,unknown,,Orphaned,S,W,,446467,4248081,scaled,,166559,166559,,0,-9753024.1962,4633152.1322
45430,145513,1726,Rush,Section,34,13,9,Eastern Indiana Gas Company,Johnson,2,Orphaned,N,E,,628689,4377200,pdms,,1726,145513,N,0,-9518099.3347,4798573.849
70237,173130,173130,Adams,Section,24,25,13,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,0,668715,4496830,gps,,173130,173130,,1,-9462806.3245,4954265.5228
8520,108141,17383,Dubois,Section,2,3,5,Allen Hasenour,Anthony Hurst,3,Orphaned,S,W,,505142,4237037,gps,,17383,108141,N,1,-9678251.5805,4619252.8833
71584,174477,174477,Jay,Section,,,,Unknown,Unknown,Unknown,Orphaned,,,0,661328,4488480,gps,,174477,174477,,0,-9472758.1881,4943463.9834
34761,134676,19119,Decatur,Section,16,9,8,Myrtle Blauvelt,BLANVELT,1,Orphaned,N,E,0,617985,4343550,gps,,19119,134676,,1,-9532620.6816,4755137.1664
76760,200195,200195,Pike,Section,15,1,9,Unknown Operator,Gladish?,,Orphaned,S,W,0,465903,4252836,gps,,200195,200195,,1,-9728279.3252,4639374.4474
76798,200234,200234,Howard,Section,36,24,3,Unknown Operator,unknown land owner Trenton,,Orphaned,N,E,0,572702,4482459,gps,,200234,200234,,1,-9589298.9374,4937354.838
76801,200237,200237,Knox,Section,3,4,9,Unknown Operator,,,Orphaned,N,W,0,464657,4294822,gps,,200237,200237,,1,-9730105.6491,4693271.4
76804,200240,200240,Jay,Section,26,24,13,"Unknown Operator, North",unknown,,Orphaned,N,E,0,667991,4486371,aerophoto,,200240,200240,,1,-9464068.0107,4940489.4861
76805,200241,200241,Sullivan,Section,19,9,9,Dome Gas Co.,Marts,,Orphaned,N,W,0,461246,4340478,gps,,200241,200241,,1,-9734767.0281,4752187.9322
76806,200242,200242,Jay,Section,10,23,15,"Unknown Operator, North",unknown,,Orphaned,N,E,0,682964,4481753,gps,,200242,200242,,1,-9444555.6254,4933940.7574
76813,200249,200249,Shelby,Section,6,12,8,"Unknown Operator, North",,,Orphaned,N,E,0,614206,4375240,gps,,200249,200249,,1,-9536892.2845,4796321.3878
76826,200262,200262,Wells,Section,32,25,11,"Unknown Operator, North",unknown,,Orphaned,N,E,0,642560,4493195,gps,,200262,200262,,1,-9497296.3031,4950188.78
76830,200266,200266,Jay,Section,26,24,14,"Unknown Operator, North",unknown trenton,,Orphaned,N,E,0,677457,4486559,gps,0,200266,200266,,1,-9451632.1715,4940448.7691
8576,108197,24547,Dubois,Section,3,3,5,Amelia Feldmeyer,OSCAR H. FELDMEYER,1,Orphaned,S,W,,504526,4236813,gps,,24547,108197,N,1,-9679035.7804,4618967.0681
27373,127187,2670,Jennings,Section,11,8,9,Hahn,Hahn,1,Orphaned,N,E,0,629832,4335680,gps,,2670,127187,,1,-9517513.4927,4744711.0305
28516,128342,28121,Gibson,Section,33,1,10,Jackie K. Pollock,John Kerzan,1,Orphaned,S,W,,454250,4247915,gps,,28121,128342,N,1,-9743103.963,4633001.042
