OBJECTID,IGS_ID,Permit_Number,County,Land_Type,Land_Number,Township,Range,Operator_Name,Lease_Name,Well_Number,Status,Twp_Direction,Rng_Direction,HydroFrac,Utmx,Utmy,Method,ClassII,permit_int,igs_int,Scan Status,Current Status,x,y
28312,128135,28162,Gibson,Section,17,1,10,D.O. Horrall,GEORGE MCDANIEL,1,Orphaned,S,W,,452110,4253220,pdms,,28162,128135,N,1,-9745871.464,4639776.1959
35276,135213,29833,Decatur,Section,22,11,8,Frank J. Smith,FRANK J.SMITH,1,Orphaned,N,E,,619029,4360870,gps,,29833,135213,N,1,-9530933.126,4777564.6793
28520,128346,31010,Gibson,Section,33,1,10,Jackie K. Pollock,John Kerzan,6,Orphaned,S,W,,454089,4248510,pdms,,31010,128346,N,1,-9743313.4668,4633761.3278
30310,130162,31030,Gibson,Section,15,2,9,Totem Petroleum Corporation,Harrison Bryant,4,Orphaned,S,W,0,465503,4244464,aerophoto,,31030,130162,,1,-9728743.7433,4628657.2619
4658,104233,31091,Spencer,Section,22,4,5,Integrity Energy Systems Inc,Louis Meyer,2,Orphaned,S,W,,503967,4223520,scaled,,31091,104233,N,1,-9679755.5233,4601992.2255
57961,158450,3215,Henry,Section,12,16,11,Ohio Oil Company,May,1,Orphaned,N,E,0,649925,4413130,gps,,3215,158450,,1,-9489693.3521,4844890.0141
35978,135953,3415,Fayette,Section,15,13,11,J. Harvey Snider Etal,ASHER SIZEMORE,1,Orphaned,N,E,,647457,4382970,gps,,3415,135953,N,1,-9493655.2102,4805641.6053
59277,159779,3433,Pike,Survey,15,1,9,S. R. Travis,Essie Stewart,2,Orphaned,N,W,,465583,4261103,scaled,,3433,159779,N,1,-9728732.5748,4649964.1739
2863,102405,3463,Vanderburgh,Section,33,5,10,Truman W. Drake,JOHN EFFINGER,11,Orphaned,S,W,,452154,4210800,pdms,,3463,102405,N,1,-9745496.7141,4585596.975
46209,146293,3523,Shelby,Section,16,11,8,Davis,Davis,1,Orphaned,N,E,0,617731,4361910,gps,,3523,146293,,1,-9532590.1806,4778939.8297
34966,134898,35470,Decatur,Section,14,10,8,William & Barbara Smiley,WM. & B. SMILEY,5,Orphaned,N,E,,619814,4352596,gps,,35470,134898,N,1,-9530083.1623,4766819.2079
40976,141037,3587,Jay,Section,3,22,15,Unknown,HOMER SHEFFER,1,Orphaned,N,E,,683796,4474020,gps,,3587,141037,N,1,-9443712.7651,4923732.6364
30327,130179,36047,Gibson,Section,15,2,9,Totem Petroleum Corporation,L. WIRTH,4,Orphaned,S,W,0,465279,4243921,gps,,36047,130179,,1,-9729026.1257,4627961.4492
30448,130302,36262,Gibson,Section,21,2,9,Cherokee Drilling Corp.,Ermel Seamon,5,Orphaned,S,W,,464043,4241841,scaled,,36262,130302,N,1,-9730588.7861,4625294.3095
8312,107933,36437,Dubois,Section,23,3,4,James & Lee Leinenbach,JAMES & LEE LEINENBACH,3,Orphaned,S,W,,516327,4232323,gps,,36437,107933,N,1,-9664027.5317,4613210.8314
30439,130292,36599,Gibson,Section,21,2,9,Cherokee Drilling Corp.,ERMEL SEAMON,1,Orphaned,S,W,,464051,4242039,scaled,,36599,130292,N,1,-9730579.7205,4625547.558
46408,146492,3677,Shelby,Section,32,12,8,"Waldron Gas Co.,",Sever,14,Orphaned,N,E,0,614836,4366592,gps,,3677,146492,,1,-9536242.4428,4785073.7436
39891,139951,36870,Hancock,Section,14,17,8,Hanna,Hanna,1,Orphaned,N,E,0,621578,4419940,gps,,36870,139951,,1,-9526429.2964,4854446.7175
39241,139299,37325,Hancock,Section,17,15,6,"Philadelphia Prospect & Geoservices, Inc.",John H. & Marvin G. Ortel,1,Orphaned,N,E,0,594690,4400760,gps,,37325,139299,,1,-9561755.1979,4829896.3974
41881,141944,3836,Jay,Section,31,24,15,C.F. Kimmell,WALTER WRIGHT,1,Orphaned,N,E,,681573,4483780,pdms,,3836,141944,N,1,-9446316.2749,4936655.9336
45497,145581,3920,Rush,Section,23,14,8,Arlington Natural Gas Co.,Addison,1,Orphaned,N,E,,620521,4390018,gps,,3920,145581,,1,-9528417.2189,4815424.6328
27856,127674,43931,Gibson,Military Donation,88,1,10,Neer Oil Corp.,Bobby Joe Schoultz,1,Orphaned,S,W,,455408,4253694,gps,,43931,127674,N,1,-9741668.9622,4640407.4656
50091,150433,44694,Gibson,Section,15,1,10,Neer Oil Corp.,Harvey-Kolb Unit,1,Orphaned,S,W,,455344,4253218,gps,,44694,150433,N,1,-9741747.2156,4639797.4498
8102,107722,48976,Dubois,Section,6,2,5,"Petro Union, Inc.",ARMSTRONGS FARM,1,Orphaned,S,W,,499444,4246924,gps,,48976,107722,N,0,-9685504.8243,4631898.9865
15640,115332,50859,Pike,Section,23,1,9,Perry C. Andrews,Enos Loveless,10,Orphaned,S,W,,467449,4252632,gps,,50859,115332,N,1,-9726306.7379,4639121.4211
399,50891,50891,Decatur,Section,31,9,9,Clifford Glover,MCKELVEY,TWP004,Orphaned,N,E,,624796,4338146,gps,,50891,50891,N,1,-9523949.582,4748006.6301
20054,119799,50993,Sullivan,Section,1,8,10,Cummins Petroleum Co.,G.W.Osborn,11,Orphaned,N,W,,459919,4334964,scaled,,50993,119799,,1,-9736441.6786,4745043.2894
20059,119804,50996,Sullivan,Section,1,8,10,Cummins Petroleum Co.,G.W. Osburn,9,Orphaned,N,W,,459809,4334831,aerophoto,,50996,119804,,1,-9736582.5333,4744870.4992
20055,119800,50997,Sullivan,Section,1,8,10,Cummins Petroleum Co.,G.W.Osborn,13,Orphaned,N,W,,460036,4334919,scaled,,50997,119800,N,1,-9736290.6301,4744985.8456
45421,145504,51009,Rush,Section,32,13,9,Big Flat Rock Gas Co.,J. GARNER,2,Orphaned,N,E,0,624975,4376229,gps,,51009,145504,,1,-9522929.0948,4797390.6659
19988,119733,51015,Sullivan,Section,1,8,10,George Heap,W. T. Dix,10,Orphaned,N,W,,460138,4335476,scaled,,51015,119733,,1,-9736162.8557,4745707.1337
19987,119732,51016,Sullivan,Section,1,8,10,Kennedy Oil Co.,W.T. Dix,9,Orphaned,N,W,,460129,4335369,scaled,,51016,119732,N,1,-9736173.7514,4745568.6398
41701,141763,51025,Jay,Section,20,24,13,Hershell Duke,DUKE,1,Orphaned,N,E,0,662234,4486480,gps,,51025,141763,,0,-9471625.1101,4940800.9541
39323,139382,51143,Hancock,Section,27,15,7,Thomas Pope,POPE,1,Orphaned,N,E,0,607624,4397115,gps,,51143,139382,,1,-9545018.5489,4824921.1536
15126,114808,51421,Pike,Section,6,1,8,Central Refining Company,J. H. Willis,1,Orphaned,S,W,,470624,4257056,gps,,51421,114808,N,1,-9722278.5205,4644803.5436
59778,160332,51551,Madison,Section,26,19,8,Max & Delberta Amos,AMOS,1,Orphaned,N,E,0,620632,4436991,gps,,51551,160332,,0,-9527308.728,4876783.3803
25089,124867,5397,Harrison,Section,3,6,5,"L.D. Albertson, Jr.",Harold McCauley,1,Orphaned,S,E,,591905,4208700,pdms,,5397,124867,N,1,-9568236.3773,4582441.8507
7702,107318,5555,Dubois,Section,25,1,4,Delcas G. Neukam,Neukam,3,Orphaned,N,W,,517666,4259769,gps,,5555,107318,N,1,-9662247.6665,4648323.9864
39339,139398,58,Hancock,Section,34,15,7,J. Harvey Snider Etal,Orders,1,Orphaned,N,E,0,608834,4396709,gps,,58,139398,,1,-9543454.8761,4824369.6747
2884,102426,6571,Vanderburgh,Section,33,5,10,Truman W. Drake,JOHN EFFINGER,2A,Orphaned,S,W,,452590,4211430,pdms,,6571,102426,N,1,-9744948.2455,4586402.8143
40838,140899,80,Jasper,Section,28,31,5,B & B Oil Co.,Nelson,1,Orphaned,N,W,,500160,4550722,gps,,80,140899,,1,-9684584.183,5028253.6516
32369,132247,809,Gibson,Section,13,3,14,Jack Myers,Fifer Heirs,1,Orphaned,S,W,,419267,4234930,gps,,809,132247,N,1,-9787519.8151,4616048.0084
40837,140898,81,Jasper,Section,28,31,5,B & B Oil Co.,Nelson,2,Orphaned,N,W,,500189,4550735,gps,,81,140898,,1,-9684545.7345,5028270.952
11896,111549,894,Posey,Section,5,6,12,Gulf Refining Company,Fred H. Schroeder,1,Orphaned,S,W,0,431900,4209356,scaled,,894,111549,,0,-9771175.0716,4583574.3697
