Latitude,Longitude,Project,Status,LocationID,API,geometry
38.438938,-102.425239,Chemco Bond Claim,_Planned,324828,061-06355,POINT (724720.4420086386 4257658.132874761)
38.42425,-103.01795,Berry Walter Bond Claim,_Planned,324833,,POINT (673019.3344357839 4254748.4332540035)
38.431616,-102.439071,Chemco Bond Claim,_Planned,324834,061-06378,POINT (723535.6197398263 4256811.831437058)
38.427828,-102.434366,Chemco Bond Claim,_Planned,324836,061-06392,POINT (723958.0766511882 4256402.847195355)
38.420602,-103.013671,Berry Walter Bond Claim,_Planned,324839,,POINT (673401.6216482494 4254351.638066258)
38.416471,-103.004495,Berry Walter Bond Claim,_Planned,324841,,POINT (674212.6638146768 4253910.504219284)
38.431672,-102.429744,Chemco Bond Claim,_Planned,324843,061-06452,POINT (724349.696493906 4256840.725058289)
38.418174,-103.01974,Berry Walter Bond Claim,_Planned,324845,,POINT (672877.5536845733 4254070.787872357)
38.427852,-102.438838,Chemco Bond Claim,_Planned,324847,061-06485,POINT (723567.5752308407 4256394.646926737)
38.428056,-102.429799,Chemco Bond Claim,_Planned,324848,061-06488,POINT (724356.092306834 4256439.266267214)
38.52551,-102.56241,OKT Resources Bond Claim,_Planned,324859,,POINT (712492.1868511683 4266940.436919515)
38.46785,-102.42492,Chemco Bond Claim,_Planned,324865,061-06676,POINT (724658.5419671392 4260867.747282028)
38.430731,-102.433249,Chemco Bond Claim,_Planned,324900,061-06782,POINT (724046.6189909704 4256727.755395208)
38.446868,-102.430714,Chemco Bond Claim,_Planned,324902,061-06790,POINT (724217.9661248614 4258524.90547578)
39.328329,-102.252884,MELVIN GROSS Bond Claim,_Planned,324934,063-06088,POINT (736792.3395347901 4356811.8126550885)
37.06317,-108.13043,Karchmer Trust Bond Claim,_Planned,325084,067-05234,POINT (221659.03068949952 4106465.427081165)
37.07409,-108.13861,Red Mesa Holdings Bond Claim,_Planned,325281,,POINT (220971.56555551704 4107701.345117623)
37.05594,-108.14697,Red Mesa Holdings Bond Claim,_Planned,325304,,POINT (220161.39025179617 4105711.6552874744)
37.18038,-108.04967,Mae Morley Bond Claim,_Planned,325410,067-06335,POINT (229259.91559538583 4119239.5289102327)
37.19118,-108.06335,Mae Morley Bond Claim,_Planned,325470,067-06424,POINT (228083.90366227966 4120477.310984836)
37.08837,-108.15016,Red Mesa Holdings Bond Claim,_Planned,325526,,POINT (219997.05466057436 4109320.1676701745)
40.49735,-104.77993,Painted Pegasus Bond Claim,_Planned,327008,,POINT (518648.12079505605 4482983.839821778)
40.44902,-104.82349,Tigges Oil Bond Claim,_Planned,327053,123-14072,POINT (514967.6925873091 4477610.9426387185)
40.313167,-104.766433,Homestead Oil Flowlines,_Planned,328661,,POINT (519845.8405799629 4462542.805458374)
40.65647,-104.20347,Phoenix Resources Bond Claim,_Planned,330493,,POINT (567336.3270911877 4500928.0726927165)
40.480489,-104.599693,Tigges Oil Bond Claim,_Planned,332855,,POINT (533929.42477724 4481165.964591101)
37.11677,-108.12595,Red Mesa Holdings Bond Claim,_Planned,334055,,POINT (222253.3938333867 4112400.847708049)
38.449596,-102.425912,Chemco Bond Claim,_Planned,334272,061-06287,POINT (724628.6305643801 4258839.38104256)
40.096015,-108.908547,D&D Resources Bond Claim,_Planned,336395,,POINT (166790.89847486373 4445740.276602249)
40.42313,-102.37047,Omimex Petroleum Bond Claim,_Planned,336726,125-09340,POINT (723076.9482818783 4478042.760215186)
40.42333,-102.37483,Omimex Petroleum Bond Claim,_Planned,336727,125-09341,POINT (722706.3646301343 4478053.956479175)
40.41953,-102.37036,Omimex Petroleum Bond Claim,_Planned,336728,125-09342,POINT (723098.1831814086 4477643.376451586)
40.39784,-102.36533,Omimex Petroleum Bond Claim,_Planned,336733,125-09347,POINT (723596.8038255373 4475248.138926432)
40.41629,-102.38068,Omimex Petroleum Bond Claim,_Planned,336735,125-09349,POINT (722233.2067982713 4477257.656964336)
40.23354,-102.21216,Omimex Petroleum Bond Claim,_Planned,336736,125-09352,POINT (737172.1878610767 4457406.900522255)
40.41972,-102.37449,Omimex Petroleum Bond Claim,_Planned,336745,125-09363,POINT (722747.1280801593 4477654.042505352)
40.43461,-102.36626,Omimex Petroleum Bond Claim,_Planned,336747,125-09365,POINT (723396.126051069 4479327.884804866)
40.39378,-102.31337,Omimex Petroleum Bond Claim,_Planned,336806,125-09444,POINT (728020.7227633722 4474930.2311416175)
40.38359,-102.30418,Omimex Petroleum Bond Claim,_Planned,336813,125-09452,POINT (728835.3083384247 4473822.7237232225)
40.38657,-102.30268,Omimex Petroleum Bond Claim,_Planned,336815,125-09454,POINT (728952.5527812089 4474157.442039413)
40.38948,-102.31581,Omimex Petroleum Bond Claim,_Planned,336816,125-09455,POINT (727828.1123780012 4474446.560686044)
40.40403,-102.30874,Omimex Petroleum Bond Claim,_Planned,336832,125-09472,POINT (728379.0616550472 4476080.123821871)
40.4023,-102.31191,Omimex Petroleum Bond Claim,_Planned,336833,125-09473,POINT (728115.8697854357 4475879.870972121)
40.42672,-102.30447,Omimex Petroleum Bond Claim,_Planned,336842,125-09485,POINT (728664.5659317984 4478610.172523572)
40.43506,-102.30875,Omimex Petroleum Bond Claim,_Planned,336843,125-09486,POINT (728273.2205996946 4479524.986582878)
40.41155,-102.37909,Omimex Petroleum Bond Claim,_Planned,336846,125-09489,POINT (722383.7400913705 4476735.439696269)
40.39878,-102.23407,Omimex Petroleum Bond Claim,_Planned,336850,125-09493,POINT (734734.5574624981 4475693.041689402)
40.39055,-102.3222,Omimex Petroleum Bond Claim,_Planned,336851,125-09494,POINT (727282.0791755985 4474548.8903751485)
40.38409,-102.25866,Omimex Petroleum Bond Claim,_Planned,336853,125-09496,POINT (732698.0361290902 4473997.122645839)
40.37559,-102.30144,Omimex Petroleum Bond Claim,_Planned,336854,125-09497,POINT (729095.0416365115 4472941.683602897)
40.42709,-102.28537,Omimex Petroleum Bond Claim,_Planned,336855,125-09498,POINT (730283.7695240927 4478700.898962213)
40.38181,-102.30818,Omimex Petroleum Bond Claim,_Planned,336856,125-09499,POINT (728501.7463356708 4473614.760716359)
40.43806,-102.36346,Omimex Petroleum Bond Claim,_Planned,336857,125-09500,POINT (723622.2117999229 4479717.985335415)
40.37282,-102.3073,Omimex Petroleum Bond Claim,_Planned,336863,125-09509,POINT (728606.8644597325 4472618.99046504)
40.38657,-102.26544,Omimex Petroleum Bond Claim,_Planned,336866,125-09513,POINT (732113.9258699126 4474254.613045116)
40.38961,-102.26292,Omimex Petroleum Bond Claim,_Planned,336868,125-09515,POINT (732317.3991666313 4474598.732105885)
40.38277,-102.34223,Omimex Petroleum Bond Claim,_Planned,336869,125-09516,POINT (725607.7848078368 4473633.840533452)
40.4086,-102.38012,Omimex Petroleum Bond Claim,_Planned,336870,125-09517,POINT (722306.0494368811 4476405.346800377)
40.38224,-102.27318,Omimex Petroleum Bond Claim,_Planned,336871,125-09518,POINT (731471.6956524586 4473753.599086739)
40.42657,-102.31321,Omimex Petroleum Bond Claim,_Planned,336874,125-09527,POINT (727923.5621165272 4478570.917697033)
40.4235,-102.31281,Omimex Petroleum Bond Claim,_Planned,336875,125-09528,POINT (727967.8716379472 4478231.125173009)
40.42666,-102.30959,Omimex Petroleum Bond Claim,_Planned,336876,125-09529,POINT (728230.3827470215 4478590.26191497)
40.42965,-102.31495,Omimex Petroleum Bond Claim,_Planned,336880,125-09533,POINT (727765.5393025181 4478908.3623089185)
40.43421,-102.31352,Omimex Petroleum Bond Claim,_Planned,336881,125-09534,POINT (727871.4509641877 4479418.295624802)
40.37699,-102.27035,Omimex Petroleum Bond Claim,_Planned,336894,125-09547,POINT (731729.9583191024 4473178.172410283)
40.37885,-102.26777,Omimex Petroleum Bond Claim,_Planned,336896,125-09550,POINT (731942.6269086341 4473391.434785887)
40.37956,-102.29442,Omimex Petroleum Bond Claim,_Planned,336897,125-09551,POINT (729677.5856845212 4473400.645964424)
40.42729,-102.32009,Omimex Petroleum Bond Claim,_Planned,336898,125-09552,POINT (727337.4288828108 4478633.110305784)
40.43393,-102.31784,Omimex Petroleum Bond Claim,_Planned,336899,125-09553,POINT (727505.923295153 4479376.066779144)
40.40876,-102.36606,Omimex Petroleum Bond Claim,_Planned,336901,125-09555,POINT (723498.6954749215 4476458.596208131)
40.41502,-102.34102,Omimex Petroleum Bond Claim,_Planned,336902,125-09556,POINT (725602.7453714875 4477217.236099283)
40.41246,-102.33674,Omimex Petroleum Bond Claim,_Planned,336909,125-09563,POINT (725974.497294429 4476943.975097646)
40.41244,-102.37565,Omimex Petroleum Bond Claim,_Planned,336912,125-09567,POINT (722672.7204180723 4476842.9131066585)
40.42312,-102.33533,Omimex Petroleum Bond Claim,_Planned,336913,125-09568,POINT (726058.437293754 4478131.031736159)
40.40084,-102.36023,Omimex Petroleum Bond Claim,_Planned,336921,125-09576,POINT (724019.7234408848 4475594.111726205)
40.38608,-102.35106,Omimex Petroleum Bond Claim,_Planned,336953,125-09608,POINT (724847.1383461844 4473978.798430518)
40.386359,-102.360932,Omimex Petroleum Bond Claim,_Planned,336954,125-09609,POINT (724008.1626705362 4473984.696484853)
40.386401,-102.365083,Omimex Petroleum Bond Claim,_Planned,336955,125-09610,POINT (723655.6400649733 4473978.843329337)
40.379713,-102.353954,Omimex Petroleum Bond Claim,_Planned,336956,125-09611,POINT (724622.6264303791 4473264.5938223675)
40.38341,-102.35125,Omimex Petroleum Bond Claim,_Planned,336957,125-09612,POINT (724839.8937580795 4473681.899917101)
40.38054,-102.30244,Omimex Petroleum Bond Claim,_Planned,336958,125-09613,POINT (728993.3624802739 4473488.628146082)
40.38049,-102.25487,Omimex Petroleum Bond Claim,_Planned,336960,125-09615,POINT (733032.2049624363 4473607.445717062)
40.3762,-102.25611,Omimex Petroleum Bond Claim,_Planned,336961,125-09616,POINT (732941.7165702956 4473127.908239114)
40.36896,-102.2444,Omimex Petroleum Bond Claim,_Planned,336962,125-09617,POINT (733961.0173316497 4472355.070381349)
40.37338,-102.25014,Omimex Petroleum Bond Claim,_Planned,336964,125-09619,POINT (733458.3419160518 4472830.591371665)
40.40364,-102.36004,Omimex Petroleum Bond Claim,_Planned,336966,125-09621,POINT (724026.5595046626 4475905.441217387)
40.379429,-102.345944,Omimex Petroleum Bond Claim,_Planned,336969,125-09633,POINT (725303.6203287157 4473253.456908301)
40.37968,-102.35035,Omimex Petroleum Bond Claim,_Planned,336974,125-09642,POINT (724928.7149029279 4473270.097697425)
40.38802,-102.233772,Omimex Petroleum Bond Claim,_Planned,336980,125-09650,POINT (734797.254164966 4474499.272208071)
40.379423,-102.23393,Omimex Petroleum Bond Claim,_Planned,336986,125-09662,POINT (734813.7181976954 4473544.425556148)
40.3792,-102.22973,Omimex Petroleum Bond Claim,_Planned,336987,125-09663,POINT (735171.0804235779 4473530.838254403)
40.377221,-102.22894,Omimex Petroleum Bond Claim,_Planned,336988,125-09664,POINT (735245.0419950768 4473313.23538302)
40.35333,-102.22879,Omimex Petroleum Bond Claim,_Planned,336990,125-09666,POINT (735340.92779623 4470661.294460246)
40.33725,-102.31096,Omimex Petroleum Bond Claim,_Planned,336991,125-09667,POINT (728416.1926097214 4468660.654699393)
40.34872,-102.26646,Omimex Petroleum Bond Claim,_Planned,336994,125-09670,POINT (732157.2812231268 4470049.908044813)
40.34766,-102.2755,Omimex Petroleum Bond Claim,_Planned,336995,125-09671,POINT (731393.0524998197 4469908.532646291)
40.353876,-102.25295,Omimex Petroleum Bond Claim,_Planned,337007,125-09685,POINT (733287.0345008713 4470657.876804415)
40.353043,-102.245372,Omimex Petroleum Bond Claim,_Planned,337008,125-09686,POINT (733933.5409505069 4470585.423085416)
40.35728,-102.25115,Omimex Petroleum Bond Claim,_Planned,337009,125-09687,POINT (733428.1654350708 4471040.533095743)
40.36239,-102.25303,Omimex Petroleum Bond Claim,_Planned,337010,125-09688,POINT (733250.8717622895 4471602.872218963)
40.354253,-102.26488,Omimex Petroleum Bond Claim,_Planned,337012,125-09690,POINT (732272.4856023942 4470668.31841675)
40.35531,-102.22516,Omimex Petroleum Bond Claim,_Planned,337017,125-09696,POINT (735642.3408283924 4470890.78011239)
40.357888,-102.262374,Omimex Petroleum Bond Claim,_Planned,337021,125-09700,POINT (732472.8318628534 4471078.454931268)
40.372304,-102.355748,Omimex Petroleum Bond Claim,_Planned,337033,125-09717,POINT (724494.9245821654 4472437.512671348)
40.2799,-102.210136,Omimex Petroleum Bond Claim,_Planned,337052,125-09752,POINT (737182.3252573155 4462559.070665068)
40.28444,-102.21359,Omimex Petroleum Bond Claim,_Planned,337053,125-09753,POINT (736872.7820067907 4463053.842688861)
40.28445,-102.18609,Omimex Petroleum Bond Claim,_Planned,337063,125-09763,POINT (739210.8319868951 4463128.895165024)
40.38705,-102.32176,Omimex Petroleum Bond Claim,_Planned,337086,125-09789,POINT (727331.206890375 4474161.461717048)
40.40095,-102.36584,Omimex Petroleum Bond Claim,_Planned,337120,125-09823,POINT (723543.2216562752 4475592.110577554)
40.38209,-102.29936,Omimex Petroleum Bond Claim,_Planned,337126,125-09830,POINT (729249.5934923164 4473668.69187632)
40.39994,-102.30908,Omimex Petroleum Bond Claim,_Planned,337127,125-09831,POINT (728364.0381022152 4475625.182167221)
40.39749,-102.31341,Omimex Petroleum Bond Claim,_Planned,337128,125-09832,POINT (728004.8023561678 4475342.003097115)
40.36559,-102.25146,Omimex Petroleum Bond Claim,_Planned,337129,125-09833,POINT (733373.1546472032 4471962.274033019)
40.29547,-102.20721,Omimex Petroleum Bond Claim,_Planned,337131,125-09835,POINT (737376.588922789 4464295.456711741)
40.28781,-102.17208,Omimex Petroleum Bond Claim,_Planned,337132,125-09836,POINT (740390.0690730758 4463539.866015767)
40.27721,-102.18995,Omimex Petroleum Bond Claim,_Planned,337134,125-09839,POINT (738908.1566652576 4462314.703977461)
40.36425,-102.22896,Omimex Petroleum Bond Claim,_Planned,337136,125-09841,POINT (735288.4904559746 4471873.16163685)
40.40469,-102.37969,Omimex Petroleum Bond Claim,_Planned,337148,125-09854,POINT (722355.4175627467 4475972.353654667)
40.39861,-102.37935,Omimex Petroleum Bond Claim,_Planned,337149,125-09855,POINT (722404.2968006446 4475298.2280650735)
40.35633,-102.25608,Omimex Petroleum Bond Claim,_Planned,337156,125-09862,POINT (733012.7382822653 4470922.05990099)
40.34867,-102.26161,Omimex Petroleum Bond Claim,_Planned,337161,125-09867,POINT (732569.4107695322 4470057.103083974)
40.34862,-102.25237,Omimex Petroleum Bond Claim,_Planned,337162,125-09868,POINT (733354.427608229 4470075.897786201)
40.34615,-102.25859,Omimex Petroleum Bond Claim,_Planned,337163,125-09869,POINT (732834.6019575092 4469785.286625476)
40.38991,-102.25476,Omimex Petroleum Bond Claim,_Planned,337167,125-09874,POINT (733009.0530709741 4474653.528110725)
40.35446,-102.31758,Omimex Petroleum Bond Claim,_Planned,337168,125-09875,POINT (727795.8483040829 4470554.176849592)
40.36843,-102.30384,Omimex Petroleum Bond Claim,_Planned,337169,125-09876,POINT (728915.5153742909 4472140.580244664)
40.39118,-102.25054,Omimex Petroleum Bond Claim,_Planned,337172,125-09879,POINT (733362.8928783139 4474805.660641561)
40.37833,-102.2405,Omimex Petroleum Bond Claim,_Planned,337220,125-09933,POINT (734259.7050412539 4473405.643667017)
40.41193,-102.384408,Omimex Petroleum Bond Claim,_Planned,337239,125-09952,POINT (721931.2088229847 4476764.2478282545)
40.3536,-102.268508,Omimex Petroleum Bond Claim,_Planned,337240,125-09953,POINT (731966.589192379 4470586.298419541)
40.379264,-102.308844,Omimex Petroleum Bond Claim,_Planned,337241,125-09954,POINT (728453.981691374 4473330.393464233)
40.376605,-102.307803,Omimex Petroleum Bond Claim,_Planned,337242,125-09955,POINT (728551.3557829771 4473037.890096849)
40.38622,-102.313376,Omimex Petroleum Bond Claim,_Planned,337243,125-09956,POINT (728045.7336860533 4474090.923424166)
40.38198,-102.31304,Omimex Petroleum Bond Claim,_Planned,337244,125-09957,POINT (728088.5703657789 4473621.07692103)
40.387714,-102.309333,Omimex Petroleum Bond Claim,_Planned,337245,125-09958,POINT (728383.9014658262 4474267.226812716)
40.390899,-102.309387,Omimex Petroleum Bond Claim,_Planned,337246,125-09959,POINT (728368.5499865217 4474620.678085122)
40.42961,-102.30211,Omimex Petroleum Bond Claim,_Planned,337247,125-09960,POINT (728854.9864556217 4478937.130904537)
40.386062,-102.2927,Omimex Petroleum Bond Claim,_Planned,337248,125-09961,POINT (729801.5000020477 4474126.955090692)
40.36386,-102.25784,Omimex Petroleum Bond Claim,_Planned,337266,125-09981,POINT (732837.331719028 4471753.38695058)
40.39778,-102.355759,Omimex Petroleum Bond Claim,_Planned,337267,125-09983,POINT (724409.3592794306 4475265.748686912)
40.405484,-102.33729,Omimex Petroleum Bond Claim,_Planned,337268,125-09984,POINT (725951.172989554 4476168.110220673)
40.419392,-102.337327,Omimex Petroleum Bond Claim,_Planned,337269,125-09985,POINT (725901.4815423568 4477712.046672434)
40.37338,-102.2964,Omimex Petroleum Bond Claim,_Planned,337278,125-09994,POINT (729530.4705375207 4472709.4129664255)
40.3769,-102.29924,Omimex Petroleum Bond Claim,_Planned,337279,125-09995,POINT (729277.3895361896 4473092.822187015)
40.2864,-102.19105,Omimex Petroleum Bond Claim,_Planned,337280,125-09996,POINT (738782.257792746 4463331.989579994)
40.37294,-102.12902,Omimex Petroleum Bond Claim,_Planned,337293,125-10012,POINT (743744.1751099965 4473108.774585124)
40.37843,-102.13631,Omimex Petroleum Bond Claim,_Planned,337294,125-10013,POINT (743105.4248596055 4473698.191336541)
40.35147,-102.158349,Omimex Petroleum Bond Claim,_Planned,337295,125-10014,POINT (741330.4528817479 4470644.701611486)
40.34998,-102.15324,Omimex Petroleum Bond Claim,_Planned,337296,125-10015,POINT (741769.7245996875 4470493.24185043)
40.3504,-102.14335,Omimex Petroleum Bond Claim,_Planned,337297,125-10016,POINT (742608.2697893386 4470566.963134975)
40.403918,-102.35658,Omimex Petroleum Bond Claim,_Planned,337303,125-10032,POINT (724319.2845494502 4475945.08579183)
40.36201,-102.285737,Omimex Petroleum Bond Claim,_Planned,337317,125-10049,POINT (730474.6079923674 4471474.892392321)
40.36738,-102.29521,Omimex Petroleum Bond Claim,_Planned,337347,125-10081,POINT (729651.8945371597 4472046.399583265)
40.35303,-102.14853,Omimex Petroleum Bond Claim,_Planned,337394,125-10152,POINT (742158.8693273215 4470844.742134655)
40.35844,-102.16805,Omimex Petroleum Bond Claim,_Planned,337395,125-10153,POINT (740481.688867385 4471392.068837643)
40.3627,-102.15332,Omimex Petroleum Bond Claim,_Planned,337396,125-10154,POINT (741717.4590951762 4471905.190103242)
40.34299,-102.17139,Omimex Petroleum Bond Claim,_Planned,337399,125-10157,POINT (740252.8989876128 4469667.7431190815)
40.34284,-102.16801,Omimex Petroleum Bond Claim,_Planned,337400,125-10158,POINT (740540.5566377811 4469660.279578685)
40.41942,-102.34213,Omimex Petroleum Bond Claim,_Planned,337452,125-10221,POINT (725493.8538348536 4477702.877669557)
40.37739,-102.14486,Omimex Petroleum Bond Claim,_Planned,337511,125-10291,POINT (742383.2279289076 4473559.241157301)
40.38043,-102.13935,Omimex Petroleum Bond Claim,_Planned,337514,125-10294,POINT (742840.1292388086 4473911.87139068)
40.364855,-102.17194,Omimex Petroleum Bond Claim,_Planned,337516,125-10296,POINT (740128.5326520904 4472093.68135768)
40.36964,-102.14431,Omimex Petroleum Bond Claim,_Planned,337517,125-10298,POINT (742457.7274625485 4472700.346523101)
40.37225,-102.14544,Omimex Petroleum Bond Claim,_Planned,337518,125-10299,POINT (742352.4150343686 4472987.008444169)
40.37159,-102.18104,Omimex Petroleum Bond Claim,_Planned,337543,125-10324,POINT (739331.909972602 4472816.711349625)
40.36908,-102.18354,Omimex Petroleum Bond Claim,_Planned,337544,125-10325,POINT (739128.5098760652 4472531.285634348)
40.37484,-102.17199,Omimex Petroleum Bond Claim,_Planned,337545,125-10326,POINT (740088.8177925864 4473202.073481305)
40.36858,-102.17676,Omimex Petroleum Bond Claim,_Planned,337580,125-10364,POINT (739706.0072141616 4472494.143555153)
40.36822,-102.17186,Omimex Petroleum Bond Claim,_Planned,337582,125-10366,POINT (740123.373366304 4472467.478589673)
40.37303,-102.17177,Omimex Petroleum Bond Claim,_Planned,337583,125-10367,POINT (740113.9280851644 4473001.726155546)
40.36193,-102.17717,Omimex Petroleum Bond Claim,_Planned,337594,125-10379,POINT (739694.76837122 4471754.754042564)
40.38915,-102.30266,Omimex Petroleum Bond Claim,_Planned,337601,125-10387,POINT (728945.5069178608 4474443.919317407)
40.39485,-102.30463,Omimex Petroleum Bond Claim,_Planned,337608,125-10396,POINT (728758.9717918232 4475071.616623805)
40.39435,-102.31639,Omimex Petroleum Bond Claim,_Planned,337609,125-10397,POINT (727762.455646313 4474985.720248429)
40.37929,-102.31591,Omimex Petroleum Bond Claim,_Planned,337610,125-10398,POINT (727853.985387689 4473315.035819344)
40.37902,-102.31256,Omimex Petroleum Bond Claim,_Planned,337611,125-10399,POINT (728139.3142008991 4473293.704697817)
40.37586,-102.31137,Omimex Petroleum Bond Claim,_Planned,337612,125-10400,POINT (728251.0188452267 4472945.962924535)
40.3536,-102.15813,Omimex Petroleum Bond Claim,_Planned,337614,125-10402,POINT (741341.4535464845 4470881.770545345)
40.35522,-102.16196,Omimex Petroleum Bond Claim,_Planned,337615,125-10403,POINT (741010.380056331 4471051.17277489)
40.37317,-102.30334,Omimex Petroleum Bond Claim,_Planned,337616,125-10404,POINT (728941.9183266866 4472668.097610919)
40.36013,-102.16262,Omimex Petroleum Bond Claim,_Planned,337618,125-10406,POINT (740936.8295841451 4471594.478314059)
40.36501,-102.162,Omimex Petroleum Bond Claim,_Planned,337619,125-10407,POINT (740972.0905128152 4472137.943053681)
40.43775,-102.32774,Omimex Petroleum Bond Claim,_Planned,337620,125-10408,POINT (726653.250373744 4479774.685406329)
40.35281,-102.15243,Omimex Petroleum Bond Claim,_Planned,337622,125-10410,POINT (741828.4069770584 4470809.642055433)
40.43504,-102.32627,Omimex Petroleum Bond Claim,_Planned,337643,125-10433,POINT (726787.0588158449 4479477.602651188)
40.43167,-102.32907,Omimex Petroleum Bond Claim,_Planned,337646,125-10437,POINT (726560.853495507 4479096.281743)
40.34963,-102.17104,Omimex Petroleum Bond Claim,_Planned,337699,125-10499,POINT (740259.0476443078 4470405.860307851)
40.33782,-102.16625,Omimex Petroleum Bond Claim,_Planned,337704,125-10506,POINT (740707.9230399597 4469107.7535882145)
40.3548,-102.27184,Omimex Petroleum Bond Claim,_Planned,337882,125-10713,POINT (731679.4801977382 4470710.782366947)
40.35617,-102.26698,Omimex Petroleum Bond Claim,_Planned,337883,125-10714,POINT (732087.5484178581 4470875.624072446)
40.41616,-102.3946,Omimex Petroleum Bond Claim,_Planned,337886,125-10719,POINT (721052.4746704369 4477208.284871893)
40.41442,-102.38935,Omimex Petroleum Bond Claim,_Planned,337887,125-10720,POINT (721503.6653867435 4477028.27153511)
40.42229,-102.37969,Omimex Petroleum Bond Claim,_Planned,337888,125-10721,POINT (722297.4463723405 4477926.250874688)
40.42804,-102.36163,Omimex Petroleum Bond Claim,_Planned,337893,125-10727,POINT (723810.6889916499 4478610.228725964)
40.43489,-102.36237,Omimex Petroleum Bond Claim,_Planned,337894,125-10728,POINT (723725.1878226307 4479368.822146188)
40.40585,-102.32294,Omimex Petroleum Bond Claim,_Planned,337898,125-10733,POINT (727167.7906453024 4476245.554220842)
40.39692,-102.3212,Omimex Petroleum Bond Claim,_Planned,337902,125-10737,POINT (727345.5235432998 4475258.64456685)
40.42325,-102.36394,Omimex Petroleum Bond Claim,_Planned,337906,125-10741,POINT (723630.5878008916 4478072.602001177)
40.41172,-102.371938,Omimex Petroleum Bond Claim,_Planned,337907,125-10742,POINT (722990.0929231638 4476772.347460869)
40.41624,-102.35053,Omimex Petroleum Bond Claim,_Planned,337908,125-10743,POINT (724791.7075090584 4477328.423612145)
40.38281,-102.36501,Omimex Petroleum Bond Claim,_Planned,337909,125-10744,POINT (723673.724511002 4473580.367299555)
40.38231,-102.36098,Omimex Petroleum Bond Claim,_Planned,337910,125-10745,POINT (724017.5118711842 4473535.0681222975)
40.42337,-102.40853,Omimex Petroleum Bond Claim,_Planned,337914,125-10754,POINT (719846.9784129079 4477973.936082878)
40.39266,-102.30577,Omimex Petroleum Bond Claim,_Planned,337915,125-10755,POINT (728669.6215238034 4474825.536385733)
40.37537,-102.28219,Omimex Petroleum Bond Claim,_Planned,337916,125-10756,POINT (730730.2254497006 4472967.342249891)
40.4185,-102.34706,Omimex Petroleum Bond Claim,_Planned,337917,125-10757,POINT (725078.6126502608 4477588.162586807)
40.38422,-102.33283,Omimex Petroleum Bond Claim,_Planned,337919,125-10759,POINT (726400.9490621206 4473818.858644926)
40.39365,-102.3258,Omimex Petroleum Bond Claim,_Planned,337920,125-10760,POINT (726966.0715036533 4474883.788768897)
40.43642,-102.34609,Omimex Petroleum Bond Claim,_Planned,337926,125-10770,POINT (725101.1174232585 4479580.07075462)
40.36781,-102.16237,Omimex Petroleum Bond Claim,_Planned,337928,125-10772,POINT (740930.6905703624 4472447.788710413)
40.43488,-102.33117,Omimex Petroleum Bond Claim,_Planned,337929,125-10773,POINT (726371.9272455182 4479447.261304456)
40.43346,-102.4205,Omimex Petroleum Bond Claim,_Planned,337930,125-10774,POINT (718798.6684290373 4479064.356085306)
40.43384,-102.34636,Omimex Petroleum Bond Claim,_Planned,337931,125-10775,POINT (725086.8239345594 4479292.956551522)
40.42172,-102.34232,Omimex Petroleum Bond Claim,_Planned,337932,125-10776,POINT (725470.0472242549 4477957.732766148)
40.37635,-102.28993,Omimex Petroleum Bond Claim,_Planned,337935,125-10780,POINT (730069.7173515919 4473055.959588572)
40.37681,-102.14812,Omimex Petroleum Bond Claim,_Planned,337943,125-10788,POINT (742108.5155700352 4473485.9120208435)
40.36977,-102.15342,Omimex Petroleum Bond Claim,_Planned,337944,125-10789,POINT (741683.6892521653 4472689.824932381)
40.43157,-102.30796,Omimex Petroleum Bond Claim,_Planned,337945,125-10790,POINT (728352.0522228723 4479139.576440058)
40.42001,-102.39436,Omimex Petroleum Bond Claim,_Planned,337946,125-10791,POINT (721060.228209086 4477636.300188825)
40.42319,-102.31969,Omimex Petroleum Bond Claim,_Planned,337948,125-10793,POINT (727385.1827462008 4478178.966967767)
40.4354,-102.350314,Omimex Petroleum Bond Claim,_Planned,337949,125-10794,POINT (724746.2013750542 4479456.068727798)
40.42056,-102.31393,Omimex Petroleum Bond Claim,_Planned,337950,125-10795,POINT (727882.7742404839 4477901.8409132995)
40.41443,-102.33418,Omimex Petroleum Bond Claim,_Planned,337954,125-10799,POINT (726185.133833337 4477169.233821231)
40.39105,-102.36996,Omimex Petroleum Bond Claim,_Planned,337967,125-10815,POINT (723226.2638847443 4474482.625862694)
40.42666,-102.40866,Omimex Petroleum Bond Claim,_Planned,337969,125-10817,POINT (719825.2294788442 4478338.857176083)
40.4293,-102.4034,Omimex Petroleum Bond Claim,_Planned,337974,125-10823,POINT (720262.8686502288 4478645.051994729)
40.55909,-102.31902,Omimex Petroleum Bond Claim,_Planned,338254,125-11139,POINT (726983.283035948 4493268.165536241)
40.42614,-102.32299,Omimex Petroleum Bond Claim,_Planned,338263,125-11149,POINT (727095.2634524847 4478497.975590068)
40.43871,-102.36554,Omimex Petroleum Bond Claim,_Planned,338265,125-11151,POINT (723443.6197842979 4479784.878808047)
39.944664,-103.89564,Jessi-State #1,_Planned,375036,,POINT (594344.9258971731 4422199.305530314)
39.985474,-103.816288,Hans #1,_Planned,375115,,POINT (601063.9758133406 4426815.879965731)
39.821206,-103.90967,Martyn #1,_Planned,375271,,POINT (593313.5506035393 4408481.765567019)
